variant,draw,group,alpha,beta,delta,tau,omega,kappa
baseline_real_national_nonfood,459,grain,7.095900909827263e-05,0.0,0.7143198887109304,0.1783764672366736,0.978873196415066,6.234911160666689
baseline_real_national_nonfood,459,nonfood,0.985962772022236,1.0,0.0026095062819036,0.13702288739691,0.978873196415066,6.234911160666689
baseline_real_national_nonfood,459,nonpork_meatsea,1.2314521304471717e-05,0.0,6.14421235332821e-06,0.0783243274216847,0.978873196415066,6.234911160666689
baseline_real_national_nonfood,459,oil,1.2314521304471717e-05,0.0,0.1956419356819761,0.077505209802799,0.978873196415066,6.234911160666689
baseline_real_national_nonfood,459,pork,0.0082882316510291,0.0,0.0796505800800968,0.0008125766101092,0.978873196415066,6.234911160666689
baseline_real_national_nonfood,459,vegfruit,0.0039201652243019,0.0,0.0300258711660611,0.0492635760490393,0.978873196415066,6.234911160666689
baseline_real_national_nonfood,460,dairyegg,0.0020718588642813,0.0,3.021638453195628e-05,0.0195990767162305,0.9067300493720568,6.249743079547343
baseline_real_national_nonfood,460,grain,0.0013495572291527,0.0,0.5440595728038087,0.1940906701042856,0.9067300493720568,6.249743079547343
baseline_real_national_nonfood,460,nonfood,0.9829291644866676,1.0,0.0024273743589591,0.1327784246798184,0.9067300493720568,6.249743079547343
baseline_real_national_nonfood,460,nonpork_meatsea,0.0005647430493691,0.0,6.14421235332821e-06,0.0667038723407766,0.9067300493720568,6.249743079547343
baseline_real_national_nonfood,460,oil,0.0005254561195738,0.0,0.1246219154128693,0.1330685500994535,0.9067300493720568,6.249743079547343
baseline_real_national_nonfood,460,pork,0.0084566721067642,0.0,0.0435574757618499,0.0005255163322553,0.9067300493720568,6.249743079547343
baseline_real_national_nonfood,460,vegfruit,0.0041025481441911,0.0,0.0320731926807005,0.0490154817094287,0.9067300493720568,6.249743079547343
baseline_real_national_nonfood,461,dairyegg,0.000897218646081,0.0,3.173242515992714e-05,0.0380745598008288,0.8957152292310399,6.598703547225208
baseline_real_national_nonfood,461,grain,0.0002307313034103,0.0,0.5897087056594533,0.1954072609870185,0.8957152292310399,6.598703547225208
baseline_real_national_nonfood,461,nonfood,0.9892407795814402,1.0,0.0028094994190091,0.1338316588509324,0.8957152292310399,6.598703547225208
baseline_real_national_nonfood,461,nonpork_meatsea,0.0002307313034103,0.0,6.37844214753213e-06,0.0921766307765016,0.8957152292310399,6.598703547225208
baseline_real_national_nonfood,461,oil,0.0002307313034103,0.0,0.1440470236259881,0.1036197381114723,0.8957152292310399,6.598703547225208
baseline_real_national_nonfood,461,pork,0.0065374376940842,0.0,0.0825930555678813,0.0005215449934916,0.8957152292310399,6.598703547225208
baseline_real_national_nonfood,461,vegfruit,0.0026323701681635,0.0,0.0374649065003047,0.0453290115578239,0.8957152292310399,6.598703547225208
baseline_real_national_nonfood,462,dairyegg,0.0019347278751554,0.0,3.658238720858514e-05,0.0220724417043642,0.6727893210934355,6.357297071578361
baseline_real_national_nonfood,462,grain,1.8026497713169618e-07,0.0,0.6843836806010533,0.1697849747622072,0.6727893210934355,6.357297071578361
baseline_real_national_nonfood,462,nonfood,0.9860553502367718,1.0,0.0024353659886399,0.1260358497133703,0.6727893210934355,6.357297071578361
baseline_real_national_nonfood,462,nonpork_meatsea,1.8026497713169618e-07,0.0,6.14421235332821e-06,0.0819600492996884,0.6727893210934355,6.357297071578361
baseline_real_national_nonfood,462,oil,1.8026497713169618e-07,0.0,0.1538327702513197,0.1226857408613637,0.6727893210934355,6.357297071578361
baseline_real_national_nonfood,462,pork,0.0081207634212598,0.0,0.0673407500583305,0.0003809296094483,0.6727893210934355,6.357297071578361
baseline_real_national_nonfood,462,vegfruit,0.0038886176718814,0.0,0.0264285479455439,0.0531381395223945,0.6727893210934355,6.357297071578361
baseline_real_national_nonfood,463,dairyegg,0.0026014148547284,0.0,2.786156168995176e-05,0.014948017317861,1.049036099616361,6.297168442654142
baseline_real_national_nonfood,463,grain,0.0025217914470343,0.0,0.5010021017506824,0.1663440443367457,1.049036099616361,6.297168442654142
baseline_real_national_nonfood,463,nonfood,0.9830316234062384,1.0,0.002756253239977,0.1365644049475938,1.049036099616361,6.297168442654142
baseline_real_national_nonfood,463,nonpork_meatsea,1.0830324075011595e-06,0.0,6.239358943178178e-06,0.0747666408781842,1.049036099616361,6.297168442654142
baseline_real_national_nonfood,463,oil,1.0830249719926622e-06,0.0,0.1146071054386695,0.1210320139406302,1.049036099616361,6.297168442654142
baseline_real_national_nonfood,463,pork,0.0076129575712922,0.0,0.0532737295816291,0.0015871844182847,1.049036099616361,6.297168442654142
baseline_real_national_nonfood,463,vegfruit,0.0042300466633271,0.0,0.0315491119310528,0.0467325048414961,1.049036099616361,6.297168442654142
baseline_real_national_nonfood,464,dairyegg,0.0018342756467314,0.0,2.657288907651891e-05,0.0260088390259164,0.7121600845368988,6.358211535206959
baseline_real_national_nonfood,464,grain,0.0020855766022373,0.0,0.7078948885394896,4.645867110727509e-05,0.7121600845368988,6.358211535206959
baseline_real_national_nonfood,464,nonfood,0.9872210190986208,1.0,0.0024346397604231,0.1341853053730758,0.7121600845368988,6.358211535206959
baseline_real_national_nonfood,464,nonpork_meatsea,1.559737046411934e-06,0.0,6.351305017639005e-06,0.0796099131805889,0.7121600845368988,6.358211535206959
baseline_real_national_nonfood,464,oil,1.559737046411934e-06,0.0,0.1743561976770494,0.0819416037367035,0.7121600845368988,6.358211535206959
baseline_real_national_nonfood,464,pork,0.0066751409458706,0.0,0.0768451454721593,0.000805004262566,0.7121600845368988,6.358211535206959
baseline_real_national_nonfood,464,vegfruit,0.002180868232447,0.0,0.0264499464302106,0.0641790693766302,0.7121600845368988,6.358211535206959
baseline_real_national_nonfood,465,dairyegg,0.0011881253648829,0.0,3.3224738771508e-05,0.0386143863470255,0.6221942205655379,6.687904040268911
baseline_real_national_nonfood,465,grain,6.352051135512354e-07,0.0,0.7703463297310807,0.0003936540498723,0.6221942205655379,6.687904040268911
baseline_real_national_nonfood,465,nonfood,0.9894568508350284,1.0,0.0024660062779021,0.1209174691343625,0.6221942205655379,6.687904040268911
baseline_real_national_nonfood,465,nonpork_meatsea,6.352051135512354e-07,0.0,6.263241909314499e-06,0.0866098522774593,0.6221942205655379,6.687904040268911
baseline_real_national_nonfood,465,oil,6.352051135512354e-07,0.0,0.2260993450559878,0.0360166718249716,0.6221942205655379,6.687904040268911
baseline_real_national_nonfood,465,pork,0.0063159091442259,0.0,0.0403841663229406,0.0009029235059156,0.6221942205655379,6.687904040268911
baseline_real_national_nonfood,465,vegfruit,0.0030372090405219,0.0,0.0158118160157138,0.0665077332798621,0.6221942205655379,6.687904040268911
baseline_real_national_nonfood,466,dairyegg,0.0022183246867779,0.0,3.118514869122292e-05,0.0259359499318546,0.4433556899250313,6.14118255105448
baseline_real_national_nonfood,466,grain,1.1100374366603993e-07,0.0,0.8739364505466467,7.244619979664782e-05,0.4433556899250313,6.14118255105448
baseline_real_national_nonfood,466,nonfood,0.984266133883348,1.0,0.0026054794922419,0.1372585157501271,0.4433556899250313,6.14118255105448
baseline_real_national_nonfood,466,nonpork_meatsea,1.1076456134681225e-07,0.0,6.268246124097075e-06,0.0788659176465488,0.4433556899250313,6.14118255105448
baseline_real_national_nonfood,466,oil,1.1076478608397224e-07,0.0,0.2304952401859987,0.0361501880531233,0.4433556899250313,6.14118255105448
baseline_real_national_nonfood,466,pork,0.007962780890945,0.0,0.0475880292644678,0.0030459927967906,0.4433556899250313,6.14118255105448
baseline_real_national_nonfood,466,vegfruit,0.0055524280058379,0.0,0.0153884252894542,0.0546091936651413,0.4433556899250313,6.14118255105448
baseline_real_national_nonfood,467,dairyegg,0.0016405987827619,0.0,3.024091400514564e-05,0.0301006648120266,0.6561519096454623,6.392951427318912
baseline_real_national_nonfood,467,grain,0.0011262841080661,0.0,0.6381063599971933,0.0857857768193522,0.6561519096454623,6.392951427318912
baseline_real_national_nonfood,467,nonfood,0.9865082791528726,1.0,0.0026984382470999,0.1383118213088338,0.6561519096454623,6.392951427318912
baseline_real_national_nonfood,467,nonpork_meatsea,0.0001984871889862,0.0,6.825208092494327e-06,0.0814420850485415,0.6561519096454623,6.392951427318912
baseline_real_national_nonfood,467,oil,6.834708903611958e-05,0.0,0.1496513120489782,0.0941808309580225,0.6561519096454623,6.392951427318912
baseline_real_national_nonfood,467,pork,0.0071000521902881,0.0,0.0484138274389097,0.0007898672547696,0.6561519096454623,6.392951427318912
baseline_real_national_nonfood,467,vegfruit,0.0033579514879886,0.0,0.0372335901685851,0.0433783615516297,0.6561519096454623,6.392951427318912
baseline_real_national_nonfood,468,dairyegg,0.0017548872750432,0.0,2.4435814041113616e-05,0.0295711899408637,0.6436738097856483,6.419082101664928
baseline_real_national_nonfood,468,grain,6.760619468242755e-06,0.0,0.856116782101764,8.692586638670602e-06,0.6436738097856483,6.419082101664928
baseline_real_national_nonfood,468,nonfood,0.9892197572468658,1.0,0.0026058041904783,0.1214093290646015,0.6436738097856483,6.419082101664928
baseline_real_national_nonfood,468,nonpork_meatsea,6.76061929231849e-06,0.0,6.441412208803615e-06,0.0826715922209539,0.6436738097856483,6.419082101664928
baseline_real_national_nonfood,468,oil,6.76061929231849e-06,0.0,0.2308331481977368,0.0367665872151685,0.6436738097856483,6.419082101664928
baseline_real_national_nonfood,468,pork,0.0057334444755428,0.0,0.0727029563505572,0.000670489945715,0.6436738097856483,6.419082101664928
baseline_real_national_nonfood,468,vegfruit,0.0032716291444952,0.0,0.0240365396440986,0.0577901086415392,0.6436738097856483,6.419082101664928
baseline_real_national_nonfood,469,dairyegg,0.0014733173643769,0.0,2.5717507974822472e-05,0.0205713967513166,0.6011303091551301,6.72867390484278
baseline_real_national_nonfood,469,grain,3.134806813032501e-05,0.0,0.7559314758722117,6.144213235076113e-06,0.6011303091551301,6.72867390484278
baseline_real_national_nonfood,469,nonfood,0.9887519259367236,1.0,0.0024332231483288,0.1391735615212967,0.6011303091551301,6.72867390484278
baseline_real_national_nonfood,469,nonpork_meatsea,3.134806813032501e-05,0.0,6.217565367841285e-06,0.1146229455992927,0.6011303091551301,6.72867390484278
baseline_real_national_nonfood,469,oil,3.208457346713839e-05,0.0,0.2015409353801546,0.0588702524367836,0.6011303091551301,6.72867390484278
baseline_real_national_nonfood,469,pork,0.0069176840504871,0.0,0.0693159014457365,0.0005129335460558,0.6011303091551301,6.72867390484278
baseline_real_national_nonfood,469,vegfruit,0.0027622919386842,0.0,0.0081692309186673,0.0717015719180981,0.6011303091551301,6.72867390484278
baseline_real_national_nonfood,470,dairyegg,0.003026050382129,0.0,2.9445660708702637e-05,0.0110761055812348,3.726968255824536,5.89038711845127
baseline_real_national_nonfood,470,grain,0.000555490828702,0.0,0.4771295787758001,0.3786255173391289,3.726968255824536,5.89038711845127
baseline_real_national_nonfood,470,nonfood,0.978164121847297,1.0,0.0026831626087933,0.1357155381463677,3.726968255824536,5.89038711845127
baseline_real_national_nonfood,470,nonpork_meatsea,0.0003472346534633,0.0,6.423951974544128e-06,0.0548516940775099,3.726968255824536,5.89038711845127
baseline_real_national_nonfood,470,oil,0.0003472346534633,0.0,0.1674822964566255,0.1152159619158811,3.726968255824536,5.89038711845127
baseline_real_national_nonfood,470,pork,0.0130855689571753,0.0,0.0083910000836474,0.0005444307763833,3.726968255824536,5.89038711845127
baseline_real_national_nonfood,470,vegfruit,0.00447429867777,0.0,0.0315458722230978,0.0433640031277305,3.726968255824536,5.89038711845127
baseline_real_national_nonfood,471,dairyegg,0.0021921669413406,0.0,2.691276725218428e-05,0.0194148786124813,0.6813229567090358,6.350268350372679
baseline_real_national_nonfood,471,grain,0.0003239063156501,0.0,0.6929109903202867,0.107174748544263,0.6813229567090358,6.350268350372679
baseline_real_national_nonfood,471,nonfood,0.986009599403953,1.0,0.002413206635638,0.1411227651096843,0.6813229567090358,6.350268350372679
baseline_real_national_nonfood,471,nonpork_meatsea,0.0003063121837539,0.0,6.349472445468568e-06,0.0865892870712955,0.6813229567090358,6.350268350372679
baseline_real_national_nonfood,471,oil,0.0003063121837539,0.0,0.1510855866646436,0.0823722911437296,0.6813229567090358,6.350268350372679
baseline_real_national_nonfood,471,pork,0.0068379107028415,0.0,0.0702117512608866,0.0004973251726908,0.6813229567090358,6.350268350372679
baseline_real_national_nonfood,471,vegfruit,0.0040237922687067,0.0,0.0316239561424581,0.0439653930535188,0.6813229567090358,6.350268350372679
baseline_real_national_nonfood,472,dairyegg,0.0016839940446559,0.0,3.3392479136365005e-05,0.0228176281062289,0.3580869369155111,6.586609625792057
baseline_real_national_nonfood,472,grain,1.1126890497221269e-07,0.0,0.8376433372785176,6.14421235332821e-06,0.3580869369155111,6.586609625792057
baseline_real_national_nonfood,472,nonfood,0.9887477870789696,1.0,0.0026536176142378,0.1355503089537818,0.3580869369155111,6.586609625792057
baseline_real_national_nonfood,472,nonpork_meatsea,1.1126890497221269e-07,0.0,6.436656146093184e-06,0.0923072542686147,0.3580869369155111,6.586609625792057
baseline_real_national_nonfood,472,oil,1.1126890497221269e-07,0.0,0.2688869131454551,6.943589735423798e-06,0.3580869369155111,6.586609625792057
baseline_real_national_nonfood,472,pork,0.0055393483336628,0.0,0.0525219605305255,0.0010448628053297,0.3580869369155111,6.586609625792057
baseline_real_national_nonfood,472,vegfruit,0.0040285367359965,0.0,6.14421235332821e-06,0.0713999102969422,0.3580869369155111,6.586609625792057
baseline_real_national_nonfood,473,dairyegg,0.0014034683157207,0.0,2.291306716940515e-05,0.0328470876033359,0.8782459236151582,6.46095399483487
baseline_real_national_nonfood,473,grain,0.0001364052864834,0.0,0.6594529897201865,0.1582444926471191,0.8782459236151582,6.46095399483487
baseline_real_national_nonfood,473,nonfood,0.989342267773453,1.0,0.0027335780850029,0.1458154831090146,0.8782459236151582,6.46095399483487
baseline_real_national_nonfood,473,nonpork_meatsea,4.749521175809186e-06,0.0,6.311301126188495e-06,0.079992852874817,0.8782459236151582,6.46095399483487
baseline_real_national_nonfood,473,oil,4.749521175809186e-06,0.0,0.1580503145751214,0.0909635520017542,0.8782459236151582,6.46095399483487
baseline_real_national_nonfood,473,pork,0.0060706666750972,0.0,0.0853750580430896,0.0004517614228636,0.8782459236151582,6.46095399483487
baseline_real_national_nonfood,473,vegfruit,0.003037692906894,0.0,0.0213678131308974,0.0571063645109313,0.8782459236151582,6.46095399483487
baseline_real_national_nonfood,474,dairyegg,0.00175961906347,0.0,2.819206046186197e-05,0.0203033353707855,0.5536191210242192,6.559606777386974
baseline_real_national_nonfood,474,grain,0.0002218775008711,0.0,0.749521410672467,0.0219441599131625,0.5536191210242192,6.559606777386974
baseline_real_national_nonfood,474,nonfood,0.9892372091353304,1.0,0.0028046134117687,0.1292935053570096,0.5536191210242192,6.559606777386974
baseline_real_national_nonfood,474,nonpork_meatsea,0.0002216685752416,0.0,6.85592939552778e-06,0.0900291275685185,0.5536191210242192,6.559606777386974
baseline_real_national_nonfood,474,oil,0.000241113323883,0.0,0.1595155766851834,0.0908039843941723,0.5536191210242192,6.559606777386974
baseline_real_national_nonfood,474,pork,0.005192571721006,0.0,0.0898374355711613,0.0005019926984057,0.5536191210242192,6.559606777386974
baseline_real_national_nonfood,474,vegfruit,0.0031259406801977,0.0,0.0137602779170909,0.0650854804845671,0.5536191210242192,6.559606777386974
baseline_real_national_nonfood,475,dairyegg,0.0021239701076563,0.0,2.8324155670200816e-05,0.0193503091255415,0.8966790371069846,6.378946932157056
baseline_real_national_nonfood,475,grain,0.0007502164421375,0.0,0.5414302096933178,0.2316171266988216,0.8966790371069846,6.378946932157056
baseline_real_national_nonfood,475,nonfood,0.9860732066087484,1.0,0.0025990118120956,0.1336109226934651,0.8966790371069846,6.378946932157056
baseline_real_national_nonfood,475,nonpork_meatsea,0.0003744586626138,0.0,6.144561056890149e-06,0.0758992634828101,0.8966790371069846,6.378946932157056
baseline_real_national_nonfood,475,oil,0.0003665834483031,0.0,0.1580189954600867,0.1004168728042307,0.8966790371069846,6.378946932157056
baseline_real_national_nonfood,475,pork,0.0065681533200945,0.0,0.0884884689501288,0.0004979537689185,0.8966790371069846,6.378946932157056
baseline_real_national_nonfood,475,vegfruit,0.003743411410446,0.0,0.0399214995242848,0.0437355101514268,0.8966790371069846,6.378946932157056
baseline_real_national_nonfood,476,dairyegg,0.0019889669193366,0.0,2.7981602671524423e-05,0.0263415170012528,0.7427525392278533,6.214082932955334
baseline_real_national_nonfood,476,grain,0.001372598908883,0.0,0.6290430844615719,0.1149861574653117,0.7427525392278533,6.214082932955334
baseline_real_national_nonfood,476,nonfood,0.9851352945639786,1.0,0.0026934086219074,0.144470390342173,0.7427525392278533,6.214082932955334
baseline_real_national_nonfood,476,nonpork_meatsea,0.0003628363477739,0.0,6.503852583853578e-06,0.0769446368579258,0.7427525392278533,6.214082932955334
baseline_real_national_nonfood,476,oil,0.0003195661773044,0.0,0.1325196082609988,0.0998762142250518,0.7427525392278533,6.214082932955334
baseline_real_national_nonfood,476,pork,0.0078455372740799,0.0,0.0622645433014714,0.0005352686567453,0.7427525392278533,6.214082932955334
baseline_real_national_nonfood,476,vegfruit,0.0029751998086432,0.0,0.0255864849024207,0.0571564457311642,0.7427525392278533,6.214082932955334
baseline_real_national_nonfood,477,dairyegg,0.0016128806860423,0.0,2.6543355049626005e-05,0.0305910274270624,1.3411406832764872,6.116558057308248
baseline_real_national_nonfood,477,grain,0.0032560601562241,0.0,0.5213027439718292,0.1773894201712881,1.3411406832764872,6.116558057308248
baseline_real_national_nonfood,477,nonfood,0.982386936891044,1.0,0.0026465263260035,0.1393255690002811,1.3411406832764872,6.116558057308248
baseline_real_national_nonfood,477,nonpork_meatsea,0.0005910793144908,0.0,6.390656484397683e-06,0.0590914318679658,1.3411406832764872,6.116558057308248
baseline_real_national_nonfood,477,oil,0.0004777715291616,0.0,0.1288429771436933,0.1150327779778437,1.3411406832764872,6.116558057308248
baseline_real_national_nonfood,477,pork,0.0092547061736102,0.0,0.0742753468283881,0.0004709015520715,1.3411406832764872,6.116558057308248
baseline_real_national_nonfood,477,vegfruit,0.0024205652494267,0.0,0.0316133277156695,0.0561326761478377,1.3411406832764872,6.116558057308248
baseline_real_national_nonfood,478,dairyegg,0.0019767241198282,0.0,2.9404874998226146e-05,0.0168193254108154,0.6130510357565059,6.617186740266845
baseline_real_national_nonfood,478,grain,0.0008262910672978,0.0,0.6962682689370092,1.970395308632718e-05,0.6130510357565059,6.617186740266845
baseline_real_national_nonfood,478,nonfood,0.9874678130267418,1.0,0.0025160008920339,0.1357004276847078,0.6130510357565059,6.617186740266845
baseline_real_national_nonfood,478,nonpork_meatsea,0.0002091101295455,0.0,6.461486591344072e-06,0.0926160486735146,0.6130510357565059,6.617186740266845
baseline_real_national_nonfood,478,oil,0.0002091101295455,0.0,0.1797938383936058,0.0649958542916203,0.6130510357565059,6.617186740266845
baseline_real_national_nonfood,478,pork,0.0053945954399657,0.0,0.0754792080196317,0.0005742331538173,0.6130510357565059,6.617186740266845
baseline_real_national_nonfood,478,vegfruit,0.0039163560870752,0.0,0.0191780192741994,0.0562679569217484,0.6130510357565059,6.617186740266845
baseline_real_national_nonfood,479,dairyegg,0.0027899582381508,0.0,2.604223271951367e-05,0.0125774885777242,0.6285869282666191,6.221751424094799
baseline_real_national_nonfood,479,grain,0.0010167533573881,0.0,0.7665936322317352,0.0333160738843988,0.6285869282666191,6.221751424094799
baseline_real_national_nonfood,479,nonfood,0.9824884225129044,1.0,0.0028866473482021,0.1335522029808525,0.6285869282666191,6.221751424094799
baseline_real_national_nonfood,479,nonpork_meatsea,0.0002682190176289,0.0,6.334527534018222e-06,0.0779628978378819,0.6285869282666191,6.221751424094799
baseline_real_national_nonfood,479,oil,0.0002682190176289,0.0,0.1960349561054341,0.0618848247825273,0.6285869282666191,6.221751424094799
baseline_real_national_nonfood,479,pork,0.0082127527090138,0.0,0.0646418495071847,0.0004951334773874,0.6285869282666191,6.221751424094799
baseline_real_national_nonfood,479,vegfruit,0.0049556751472849,0.0,0.0286425382419597,0.0454895316059629,0.6285869282666191,6.221751424094799
baseline_real_national_nonfood,480,dairyegg,0.001293186159689,0.0,3.071048379137628e-05,0.0343188532530032,0.6337227026587267,6.700504896710525
baseline_real_national_nonfood,480,grain,0.0002264957070407,0.0,0.6537485361343182,0.0925632660146753,0.6337227026587267,6.700504896710525
baseline_real_national_nonfood,480,nonfood,0.9910888965674886,1.0,0.0024564119542601,0.1514637455337414,0.6337227026587267,6.700504896710525
baseline_real_national_nonfood,480,nonpork_meatsea,0.0002249264462295,0.0,6.369990592443193e-06,0.0815396940765016,0.6337227026587267,6.700504896710525
baseline_real_national_nonfood,480,oil,0.0002249264462295,0.0,0.1946294772910073,0.0511139498140256,0.6337227026587267,6.700504896710525
baseline_real_national_nonfood,480,pork,0.0047749605344443,0.0,0.0759187280191928,0.0004935453600699,0.6337227026587267,6.700504896710525
baseline_real_national_nonfood,480,vegfruit,0.0021666081388783,0.0,0.0359253439718241,0.0524519034268251,0.6337227026587267,6.700504896710525
baseline_real_national_nonfood,481,dairyegg,0.0015191921425559,0.0,2.777641991277908e-05,0.0273054170627168,0.5857001430293424,6.610033602740814
baseline_real_national_nonfood,481,grain,0.0002985760511468,0.0,0.5941192314620618,0.1939553111119335,0.5857001430293424,6.610033602740814
baseline_real_national_nonfood,481,nonfood,0.9889983516072473,1.0,0.0028419186608218,0.1332269567310136,0.5857001430293424,6.610033602740814
baseline_real_national_nonfood,481,nonpork_meatsea,0.000280542068658,0.0,6.144218989929596e-06,0.0889817602469079,0.5857001430293424,6.610033602740814
baseline_real_national_nonfood,481,oil,0.000280542068658,0.0,0.1450223937444342,0.1043671251260482,0.5857001430293424,6.610033602740814
baseline_real_national_nonfood,481,pork,0.0057218822289373,0.0,0.0708086266852068,0.0004839396783257,0.5857001430293424,6.610033602740814
baseline_real_national_nonfood,481,vegfruit,0.0029009138327965,0.0,0.0432114837105838,0.0402080037221304,0.5857001430293424,6.610033602740814
baseline_real_national_nonfood,482,dairyegg,0.0033376179676166,0.0,3.2492037901173546e-05,1.5380865031831127e-05,0.353906818914693,6.204584887719255
baseline_real_national_nonfood,482,grain,0.0020780119530953,0.0,0.7024951146505932,0.0019556823555501,0.353906818914693,6.204584887719255
baseline_real_national_nonfood,482,nonfood,0.9808391562453302,1.0,0.0026353477421768,0.1236604014371742,0.353906818914693,6.204584887719255
baseline_real_national_nonfood,482,nonpork_meatsea,2.427007530398461e-05,0.0,6.741937190365983e-06,0.0918039297435396,0.353906818914693,6.204584887719255
baseline_real_national_nonfood,482,oil,2.427007530398461e-05,0.0,0.2328995533128777,0.0139691705167771,0.353906818914693,6.204584887719255
baseline_real_national_nonfood,482,pork,0.0087500849036783,0.0,0.0448416021775388,0.0007581593409544,0.353906818914693,6.204584887719255
baseline_real_national_nonfood,482,vegfruit,0.0049465887796714,0.0,0.0015791126315399,0.06755203359235,0.353906818914693,6.204584887719255
baseline_real_national_nonfood,483,dairyegg,0.0018922948343119,0.0,3.035009491629892e-05,0.029710074201834,1.285952255634167,6.158593718914082
baseline_real_national_nonfood,483,grain,0.0018492504129253,0.0,0.5561879316509889,0.2055346712902853,1.285952255634167,6.158593718914082
baseline_real_national_nonfood,483,nonfood,0.9827197955836532,1.0,0.0025113864416204,0.1385666713167672,1.285952255634167,6.158593718914082
baseline_real_national_nonfood,483,nonpork_meatsea,0.0004555937385832,0.0,6.144235066025772e-06,0.0664730209212997,1.285952255634167,6.158593718914082
baseline_real_national_nonfood,483,oil,0.0004290394390134,0.0,0.1415609524754092,0.1084648483134584,1.285952255634167,6.158593718914082
baseline_real_national_nonfood,483,pork,0.0093746514887119,0.0,0.053196743098715,0.0005156856048699,1.285952255634167,6.158593718914082
baseline_real_national_nonfood,483,vegfruit,0.003279374502801,0.0,0.0317375063437306,0.0543651016512537,1.285952255634167,6.158593718914082
baseline_real_national_nonfood,484,dairyegg,0.0023266319366161,0.0,2.714439537780614e-05,0.022532471859111,0.4755406904330457,6.067908609681628
baseline_real_national_nonfood,484,grain,1.5100498432378325e-06,0.0,0.9155135006171902,5.832033721623714e-05,0.4755406904330457,6.067908609681628
baseline_real_national_nonfood,484,nonfood,0.9830193039476434,1.0,0.0025370514430581,0.1342499121325853,0.4755406904330457,6.067908609681628
baseline_real_national_nonfood,484,nonpork_meatsea,1.5100498432378325e-06,0.0,6.215507910720319e-06,0.0714557674170874,0.4755406904330457,6.067908609681628
baseline_real_national_nonfood,484,oil,1.5100498432378325e-06,0.0,0.1979724660762277,0.0841250737573727,0.4755406904330457,6.067908609681628
baseline_real_national_nonfood,484,pork,0.0078430886188662,0.0,0.0615233894571642,0.0007162351408813,0.4755406904330457,6.067908609681628
baseline_real_national_nonfood,484,vegfruit,0.0068064453473445,0.0,0.0341819268135778,0.0316660654226052,0.4755406904330457,6.067908609681628
baseline_real_national_nonfood,485,dairyegg,0.0026475729318285,0.0,2.835155292766541e-05,0.0155299628740606,0.7664083967470999,6.082402676004656
baseline_real_national_nonfood,485,grain,0.0025724854472523,0.0,0.6281908580932897,0.0906495692898924,0.7664083967470999,6.082402676004656
baseline_real_national_nonfood,485,nonfood,0.9806399265108072,1.0,0.002556206766079,0.1327348647432963,0.7664083967470999,6.082402676004656
baseline_real_national_nonfood,485,nonpork_meatsea,0.0006999781784605,0.0,6.23655421530008e-06,0.0660878739386461,0.7664083967470999,6.082402676004656
baseline_real_national_nonfood,485,oil,0.0005879452284638,0.0,0.1361135251286635,0.1113246690435616,0.7664083967470999,6.082402676004656
baseline_real_national_nonfood,485,pork,0.0080196021863959,0.0,0.0691487205899486,0.0004471743535004,0.7664083967470999,6.082402676004656
baseline_real_national_nonfood,485,vegfruit,0.0048324895167913,0.0,0.0323115979038172,0.044978654050049,0.7664083967470999,6.082402676004656
baseline_real_national_nonfood,486,dairyegg,0.0021214300497458,0.0,2.858903546396122e-05,0.021336775377013,0.658743187327771,6.21980025643549
baseline_real_national_nonfood,486,grain,1.1101371741512605e-07,0.0,0.9099503119018104,6.144214697186689e-06,0.658743187327771,6.21980025643549
baseline_real_national_nonfood,486,nonfood,0.9864801622432396,1.0,0.0026076306545978,0.1349014865868644,0.658743187327771,6.21980025643549
baseline_real_national_nonfood,486,nonpork_meatsea,1.1101371741512605e-07,0.0,6.429012367192403e-06,0.0851754237539965,0.658743187327771,6.21980025643549
baseline_real_national_nonfood,486,oil,2.851198658569579e-05,0.0,0.2090856622157047,0.0553186486077391,0.658743187327771,6.21980025643549
baseline_real_national_nonfood,486,pork,0.0071779914092768,0.0,0.0787531086110243,0.002250277983252,0.658743187327771,6.21980025643549
baseline_real_national_nonfood,486,vegfruit,0.0041916822837171,0.0,0.015704874569855,0.0542776625405084,0.658743187327771,6.21980025643549
baseline_real_national_nonfood,487,dairyegg,0.0024674130688686,0.0,2.3769464508412907e-05,0.0144524156410867,0.5891396010698104,6.472861493655391
baseline_real_national_nonfood,487,grain,0.0012595774017496,0.0,0.7161043462517918,6.14421235332821e-06,0.5891396010698104,6.472861493655391
baseline_real_national_nonfood,487,nonfood,0.9854799729371978,1.0,0.0023574394492752,0.1369676524603805,0.5891396010698104,6.472861493655391
baseline_real_national_nonfood,487,nonpork_meatsea,1.1638640012045788e-05,0.0,6.481426005277565e-06,0.0871747063908614,0.5891396010698104,6.472861493655391
baseline_real_national_nonfood,487,oil,1.1638640012045788e-05,0.0,0.2415736427175993,9.855365749308771e-05,0.5891396010698104,6.472861493655391
baseline_real_national_nonfood,487,pork,0.006817976297992,0.0,0.0539320039440539,0.0008747358718782,0.5891396010698104,6.472861493655391
baseline_real_national_nonfood,487,vegfruit,0.0039517830141678,0.0,0.0319485842655176,0.0440437606613373,0.5891396010698104,6.472861493655391
