data_year,village_id,vilLat,vilLon,town_id,county_id,province_id,village_questionnaire_missing,p1_village,p1_source,p2_village,p2_source,p3_village,p3_source,p4_village,p4_source,p5_village,p5_source,p6_village,p6_source
2024,421002100206,30.3562,112.3371,421002100,421002,42,0,3.075,own village: representative products,3.245,own village: representative products,16.9,own village: representative products,7.140000000000001,own village: representative products,2.395,own village: representative products,6.95,own village: representative products
2024,421002101201,30.256,112.3658,421002101,421002,42,0,3.075,own village: representative products,3.245,own village: representative products,14.95,own village: representative products,7,own village: representative products,2.02,own village: representative products,6.95,own village: representative products
2024,421002101210,30.242,111.4203,421002101,421002,42,0,2.75,own village: representative products,3.6225,own village: representative products,14.95,own village: representative products,6.37,own village: representative products,2.02,own village: representative products,6.95,own village: representative products
2024,421002101213,112.4764,30.2416,421002101,421002,42,1,3.075,same-town representative median,3.6225,same-town representative median,14.95,same-town representative median,7,same-town representative median,2.02,same-town representative median,6.95,same-town representative median
2024,421002101221,30.2742,112.457,421002101,421002,42,0,3.25,own village: representative products,3.6225,own village: representative products,14.95,own village: representative products,8.15,own village: representative products,2.02,own village: representative products,6.95,own village: representative products
2024,421002102203,30.3596,112.4023,421002102,421002,42,0,2,own village: representative products,3.1225,own village: representative products,15.95,own village: representative products,7.69,own village: representative products,2.895,own village: representative products,6.95,county direct median
2024,421002102205,30.3357,112.416,421002102,421002,42,0,2,own village: representative products,3.1225,own village: representative products,15.95,own village: representative products,10,own village: representative products,2.395,own village: representative products,6.95,county direct median
2024,421002102206,30.3526,112.4393,421002102,421002,42,0,2.7,own village: representative products,3.245,own village: representative products,15.95,own village: representative products,7.52,own village: representative products,2.895,own village: representative products,6.95,county direct median
2024,421281101201,29.5336,113.6833,421281101,421281,42,0,2.7,province direct median,3.25,province direct median,15,province direct median,7.547499999999999,province direct median,2.395,province direct median,6.95,province direct median
2024,421281101204,29.5461,113.74,421281101,421281,42,0,2.7,province direct median,3.25,province direct median,15,province direct median,7.547499999999999,province direct median,2.395,province direct median,6.95,province direct median
2024,421281101207,29.5453,113.7625,421281101,421281,42,0,2.7,province direct median,3.25,province direct median,15,province direct median,7.547499999999999,province direct median,2.395,province direct median,6.95,province direct median
2024,421281107203,29.8072,113.0511,421281107,421281,42,0,2.7,province direct median,3.25,province direct median,15,province direct median,7.547499999999999,province direct median,2.395,province direct median,6.95,province direct median
2024,421281107205,29.8003,114.0228,421281107,421281,42,0,2.7,province direct median,3.25,province direct median,15,province direct median,7.547499999999999,province direct median,2.395,province direct median,6.95,province direct median
2024,421281107210,29.8192,114.0558,421281107,421281,42,0,2.7,province direct median,3.25,province direct median,15,province direct median,7.547499999999999,province direct median,2.395,province direct median,6.95,province direct median
2024,421281109201,29.7903,113.5644,421281109,421281,42,0,2.7,province direct median,3.25,province direct median,15,province direct median,7.547499999999999,province direct median,2.395,province direct median,6.95,province direct median
2024,421281109203,29.7992,113.5894,421281109,421281,42,0,2.7,province direct median,3.25,province direct median,15,province direct median,7.547499999999999,province direct median,2.395,province direct median,6.95,province direct median
2024,421281109204,29.8,113.5967,421281109,421281,42,0,2.7,province direct median,3.25,province direct median,15,province direct median,7.547499999999999,province direct median,2.395,province direct median,6.95,province direct median
2024,422828100210,29.885,110.4778,422828100,422828,42,0,5,own village: representative products,3.25,county direct median,14,same-town representative median,6.88,same-town representative median,2.395,province direct median,7,county direct median
2024,422828100211,29.8806,110.4692,422828100,422828,42,0,5.875,own village: representative products,3.25,county direct median,14,own village: representative products,6.88,own village: representative products,2.395,province direct median,7,county direct median
2024,422828100212,29.8669,111.4519,422828100,422828,42,0,5.4375,same-town representative median,3.125,nearest direct village in county,14,same-town representative median,6.88,same-town representative median,2.395,province direct median,7,nearest direct village in county
2024,422828101206,29.9303,110.1003,422828101,422828,42,0,2.5,own village: representative products,3.8,same-town representative median,14,nearest direct village in county,6.88,nearest direct village in county,2.395,province direct median,7,county direct median
2024,422828101216,29.9294,110.0228,422828101,422828,42,0,2.5,same-town representative median,3.8,same-town representative median,14,nearest direct village in county,6.88,nearest direct village in county,2.395,province direct median,7,county direct median
2024,422828101229,29.9231,110.1217,422828101,422828,42,0,2.5,same-town representative median,3.8,own village: representative products,14,nearest direct village in county,6.88,nearest direct village in county,2.395,province direct median,7,county direct median
2024,422828200204,29.7392,110.5014,422828200,422828,42,0,2.75,own village: representative products,3.25,own village: representative products,13,same-town representative median,9.5,own village: representative products,2.395,province direct median,7,own village: representative products
2024,422828200205,29.7397,110.4994,422828200,422828,42,0,3,own village: representative products,3,own village: representative products,13,own village: representative products,9.5,same-town representative median,2.395,province direct median,7,same-town representative median
2024,422828200210,110.4786,29.7256,422828200,422828,42,0,2.875,same-town representative median,3.125,same-town representative median,13,same-town representative median,9.5,same-town representative median,2.395,province direct median,7,same-town representative median
2024,510183103207,30.4638,103.466,510183103,510183,51,0,3,own village: representative products,3.5,same-town representative median,11.5,same-town representative median,10,own village: representative products,1.75,province direct median,6.88,county direct median
2024,510183103210,30.4526,103.4978,510183103,510183,51,0,2.7,own village: representative products,3.5,own village: representative products,11.5,own village: representative products,4.5,own village: representative products,1.75,province direct median,6.88,county direct median
2024,510183103214,30.4681,103.5125,510183103,510183,51,0,2.85,same-town representative median,3.5,same-town representative median,11.5,same-town representative median,7.25,same-town representative median,1.75,province direct median,6.88,county direct median
2024,510183106202,30.3826,103.2337,510183106,510183,51,0,2.8875,same-town representative median,3.5,county direct median,11.5,county direct median,8.5,same-town representative median,1.75,province direct median,6.88,county direct median
2024,510183106217,30.3828,103.2209,510183106,510183,51,0,2.7,own village: representative products,3.5,county direct median,11.5,county direct median,8.5,same-town representative median,1.75,province direct median,6.88,county direct median
2024,510183106218,30.3816,103.2286,510183106,510183,51,0,3.075,own village: representative products,3.5,county direct median,11.5,county direct median,8.5,own village: representative products,1.75,province direct median,6.88,county direct median
2024,510183115204,30.2841,103.3166,510183115,510183,51,0,2.705,same-town representative median,2.825,same-town representative median,11.5,county direct median,5.99,same-town representative median,1.75,province direct median,6.88,same-town representative median
2024,510183115205,30.3096,103.2792,510183115,510183,51,0,2.53,own village: representative products,3.65,own village: representative products,11.5,county direct median,5.99,own village: representative products,1.75,province direct median,6.88,own village: representative products
2024,510183115206,30.3103,103.2622,510183115,510183,51,0,2.88,own village: representative products,2,own village: representative products,11.5,county direct median,5.99,same-town representative median,1.75,province direct median,6.88,same-town representative median
2024,510521102230,29.275,105.3878,510521102,510521,51,0,2.43,own village: representative products,6.25,county direct median,13.5,same-town representative median,17,own village: representative products,.98,own village: representative products,4.25,own village: representative products
2024,510521102232,29.2478,105.4144,510521102,510521,51,0,2.43,own village: representative products,6.25,county direct median,13.5,own village: representative products,7.5,own village: representative products,1.5,own village: representative products,4.25,same-town representative median
2024,510521102236,,,510521102,510521,51,0,2.43,same-town representative median,7.5,nearest direct village in county,13.5,same-town representative median,12.25,same-town representative median,1.24,same-town representative median,4.25,same-town representative median
2024,510521109231,29.0511,105.5208,510521109,510521,51,0,2.35,own village: representative products,6.25,own village: representative products,13,own village: representative products,15.5,own village: representative products,2,own village: representative products,3.5,own village: representative products
2024,510521109235,,105.5261,510521109,510521,51,0,2.75,own village: representative products,4.3,same-town representative median,13,same-town representative median,15.5,same-town representative median,1.775,same-town representative median,4.5,own village: representative products
2024,510521109240,,,510521109,510521,51,0,1.9,own village: representative products,2.35,own village: representative products,13,own village: representative products,15.5,same-town representative median,1.55,own village: representative products,5,own village: representative products
2024,510521117218,,,510521117,510521,51,1,3.545,same-town representative median,13.9,same-town representative median,13.16666666666667,nearest direct village in county,14.15,same-town representative median,1.1,same-town representative median,5.37,same-town representative median
2024,510521117221,29.1217,105.2514,510521117,510521,51,0,3.545,same-town representative median,13.9,own village: representative products,13,county direct median,20,own village: representative products,1,own village: representative products,4.25,own village: representative products
2024,510521117223,29.1219,105.3242,510521117,510521,51,0,3.545,own village: representative products,13.9,same-town representative median,13,county direct median,8.300000000000001,own village: representative products,1.2,own village: representative products,6.49,own village: representative products
2024,511622100203,30.3303,106.2669,511622100,511622,51,0,4.5,same-town representative median,2.58,own village: representative products,11.99,same-town representative median,9.5,own village: representative products,1.28,own village: representative products,3,own village: representative products
2024,511622100245,30.2828,106.2842,511622100,511622,51,0,4,own village: representative products,2.58,same-town representative median,11.99,same-town representative median,6.385,own village: representative products,1.555,same-town representative median,3,same-town representative median
2024,511622100247,,,511622100,511622,51,0,5,own village: representative products,2.58,own village: representative products,11.99,own village: representative products,9.5,own village: representative products,1.83,own village: representative products,3,same-town representative median
2024,511622104201,30.3078,106.3997,511622104,511622,51,0,2.585,own village: representative products,4.5,own village: representative products,11.99,county direct median,7.76,own village: representative products,1.99,own village: representative products,4.5,own village: representative products
2024,511622104211,30.2975,106.3878,511622104,511622,51,0,2.7925,same-town representative median,4.5,same-town representative median,11.99,county direct median,15,own village: representative products,3.5,own village: representative products,5.395,own village: representative products
2024,511622104225,,,511622104,511622,51,0,3,own village: representative products,4.5,same-town representative median,11.99,nearest direct village in county,11.38,same-town representative median,2.745,same-town representative median,4.9475,same-town representative median
2024,511622208201,30.4275,106.2683,511622208,511622,51,0,2.38,own village: representative products,9.800000000000001,own village: representative products,11.99,county direct median,13,own village: representative products,1.98,own village: representative products,3.98,own village: representative products
2024,511622208207,30.4136,106.2772,511622208,511622,51,0,2.38,own village: representative products,9.800000000000001,same-town representative median,11.99,county direct median,7.2,own village: representative products,1.98,own village: representative products,3.98,same-town representative median
2024,511622208211,,,511622208,511622,51,0,2.38,same-town representative median,9.800000000000001,same-town representative median,11.99,nearest direct village in county,8.699999999999999,own village: representative products,1.98,same-town representative median,3.98,same-town representative median
2024,511922105200,32.2039,106.9461,511922105,511922,51,0,2.24,own village: representative products,3.575,province direct median,12.75,same-town representative median,6.66,own village: representative products,1.75,own village: representative products,4.48,own village: representative products
2024,511922105212,,,511922105,511922,51,0,2.24,same-town representative median,3.575,province direct median,12.75,same-town representative median,10.33,same-town representative median,1.75,same-town representative median,4.24,same-town representative median
2024,511922105222,32.1344,106.9781,511922105,511922,51,0,2.24,same-town representative median,3.575,province direct median,12.75,own village: representative products,14,own village: representative products,1.75,own village: representative products,4,own village: representative products
2024,511922106206,32.6547,106.7064,511922106,511922,51,0,2.75,same-town representative median,3.575,province direct median,12.375,county direct median,5,same-town representative median,1.75,county direct median,4.24,county direct median
2024,511922106207,32.6578,106.6783,511922106,511922,51,0,2.75,same-town representative median,3.575,province direct median,12.375,county direct median,5,same-town representative median,1.75,county direct median,4.24,county direct median
2024,511922106211,,,511922106,511922,51,0,2.75,own village: representative products,3.575,province direct median,12.375,nearest direct village in county,5,own village: representative products,1.75,nearest direct village in county,4.24,nearest direct village in county
2024,511922132201,,,511922132,511922,51,0,3,own village: representative products,3.575,province direct median,12,same-town representative median,16.25,same-town representative median,1.75,nearest direct village in county,4.24,nearest direct village in county
2024,511922132202,32.0161,106.6572,511922132,511922,51,0,2.55,own village: representative products,3.575,province direct median,12,same-town representative median,16.25,own village: representative products,1.75,county direct median,4.24,county direct median
2024,511922132204,32.0875,107.1347,511922132,511922,51,0,2.5,own village: representative products,3.575,province direct median,12,own village: representative products,16.25,same-town representative median,1.75,nearest direct village in county,4,nearest direct village in county
2024,513437104204,28.2502,103.5825,513437104,513437,51,0,2.915,own village: representative products,3.575,province direct median,12.75,province direct median,7,own village: representative products,1.75,province direct median,4.49,province direct median
2024,513437104205,28.2494,103.6075,513437104,513437,51,0,2.915,same-town representative median,3.575,province direct median,12.75,province direct median,7,same-town representative median,1.75,province direct median,4.49,province direct median
2024,513437104214,28.2653,103.6501,513437104,513437,51,0,2.915,same-town representative median,3.575,province direct median,12.75,province direct median,7,same-town representative median,1.75,province direct median,4.49,province direct median
2024,513437107207,28.2358,103.4271,513437107,513437,51,0,3.055,same-town representative median,3.575,province direct median,12.75,province direct median,5.56,same-town representative median,1.75,province direct median,4.49,province direct median
2024,513437107213,28.1972,103.4663,513437107,513437,51,0,3.055,same-town representative median,3.575,province direct median,12.75,province direct median,5.56,same-town representative median,1.75,province direct median,4.49,province direct median
2024,513437107216,28.1624,103.4676,513437107,513437,51,0,3.055,own village: representative products,3.575,province direct median,12.75,province direct median,5.56,own village: representative products,1.75,province direct median,4.49,province direct median
2024,513437203200,28.3318,103.6665,513437203,513437,51,0,3.2,same-town representative median,3.575,province direct median,12.75,province direct median,5.5,same-town representative median,1.75,province direct median,4.49,province direct median
2024,513437203201,28.3352,103.6762,513437203,513437,51,0,3,own village: representative products,3.575,province direct median,12.75,province direct median,4,own village: representative products,1.75,province direct median,4.49,province direct median
2024,513437203207,28.3453,103.6997,513437203,513437,51,0,3.4,own village: representative products,3.575,province direct median,12.75,province direct median,7,own village: representative products,1.75,province direct median,4.49,province direct median
2024,530624101203,27,103,530624101,530624,53,0,2.65,own village: representative products,6.75,own village: representative products,13.5,county direct median,4.59,own village: representative products,2.1,own village: representative products,11.9,own village: representative products
2024,530624101205,27.7575,103.8792,530624101,530624,53,0,2.65,same-town representative median,6.75,same-town representative median,13.5,county direct median,4.59,same-town representative median,2.1,same-town representative median,11.9,same-town representative median
2024,530624101206,27.7497,103.8892,530624101,530624,53,0,2.65,same-town representative median,6.75,same-town representative median,13.5,county direct median,4.59,same-town representative median,2.1,same-town representative median,11.9,same-town representative median
2024,530624102001,27,103,530624102,530624,53,0,2.925,own village: representative products,5.75,same-town representative median,13.5,same-town representative median,4.895,same-town representative median,2,own village: representative products,4,own village: representative products
2024,530624102202,27.6747,103.8798,530624102,530624,53,0,3,own village: representative products,5.75,same-town representative median,13.5,same-town representative median,4.895,same-town representative median,2,own village: representative products,3,own village: representative products
2024,530624102203,27.7108,103.8825,530624102,530624,53,0,2.65,own village: representative products,5.75,own village: representative products,13.5,own village: representative products,4.895,own village: representative products,2.05,own village: representative products,4.5,own village: representative products
2024,530624201001,27.6025,103.8033,530624201,530624,53,0,2.87,same-town representative median,6.25,county direct median,13.5,county direct median,7.5,same-town representative median,2.025,county direct median,4.25,county direct median
2024,530624201201,27,103,530624201,530624,53,0,2.7,own village: representative products,6.25,county direct median,13.5,county direct median,7.5,same-town representative median,2.025,county direct median,4.25,county direct median
2024,530624201204,27.6792,103.8047,530624201,530624,53,0,3.04,own village: representative products,6.25,county direct median,13.5,county direct median,7.5,own village: representative products,2,nearest direct village in county,3,nearest direct village in county
2024,530628001203,27,104,530628001,530628,53,0,2.74,own village: representative products,4.98,own village: representative products,15,nearest direct village in county,5.99,own village: representative products,1.8,own village: representative products,6.48,own village: representative products
2024,530628001204,27.6539,104.1044,530628001,530628,53,0,3,own village: representative products,4.98,same-town representative median,14,county direct median,6,own village: representative products,1.8,same-town representative median,6.48,same-town representative median
2024,530628001210,27.6311,104.0486,530628001,530628,53,0,2.5,own village: representative products,4.98,same-town representative median,14,county direct median,5.995,same-town representative median,1.8,same-town representative median,6.48,same-town representative median
2024,530628106001,27.7214,104.1544,530628106,530628,53,0,2.8,own village: representative products,2.975,own village: representative products,14,own village: representative products,11.9,own village: representative products,2,own village: representative products,3.25,own village: representative products
2024,530628106204,27,104,530628106,530628,53,0,2.86,own village: representative products,2.975,same-town representative median,14,same-town representative median,7,own village: representative products,2,same-town representative median,3.25,same-town representative median
2024,530628106206,27.7,104.05,530628106,530628,53,0,2.83,same-town representative median,2.975,same-town representative median,14,same-town representative median,9.449999999999999,same-town representative median,2,same-town representative median,3.25,same-town representative median
2024,530628201001,27,104,530628201,530628,53,0,2.65,own village: representative products,10,own village: representative products,15,own village: representative products,6,own village: representative products,2,own village: representative products,3,own village: representative products
2024,530628201202,27.6261,104.0489,530628201,530628,53,0,2.32,own village: representative products,6.9,own village: representative products,14,same-town representative median,6.48,own village: representative products,2,same-town representative median,4,own village: representative products
2024,530628201204,27.3611,104.1517,530628201,530628,53,0,2.9,own village: representative products,2.5,own village: representative products,13,own village: representative products,7.5,own village: representative products,2,same-town representative median,3.5,same-town representative median
2024,532528101204,23.15,102.46,532528101,532528,53,0,4.8,own village: representative products,8,same-town representative median,13,same-town representative median,12,own village: representative products,2,same-town representative median,2.5,same-town representative median
2024,532528101205,23.2756,102.7131,532528101,532528,53,0,2.27,own village: representative products,8,same-town representative median,13,own village: representative products,12,same-town representative median,2,same-town representative median,2,own village: representative products
2024,532528101206,23.2692,102.7881,532528101,532528,53,0,3.535,same-town representative median,8,own village: representative products,13,same-town representative median,12,same-town representative median,2,own village: representative products,3,own village: representative products
2024,532528102211,,,532528102,532528,53,0,2.5,own village: representative products,4.25,own village: representative products,18,own village: representative products,7.14,own village: representative products,2.5,own village: representative products,4,same-town representative median
2024,532528102212,23.1039,102.7583,532528102,532528,53,0,3,own village: representative products,4.25,same-town representative median,15,own village: representative products,7.14,same-town representative median,2.5,same-town representative median,4,own village: representative products
2024,532528102218,23.5,,532528102,532528,53,0,2.75,same-town representative median,4.25,same-town representative median,16.5,same-town representative median,7.14,same-town representative median,2.5,same-town representative median,4,same-town representative median
2024,532528213201,23.13,102.37,532528213,532528,53,0,4.6,own village: representative products,6.125,county direct median,15,county direct median,12,nearest direct village in county,2.25,county direct median,3,county direct median
2024,532528213202,23.2489,102.6403,532528213,532528,53,0,4.6,same-town representative median,6.125,county direct median,15,county direct median,9.57,county direct median,2.25,county direct median,3,county direct median
2024,532528213208,23.2225,102.6267,532528213,532528,53,0,4.6,same-town representative median,6.125,county direct median,15,county direct median,9.57,county direct median,2.25,county direct median,3,county direct median
2024,532529101002,23.3696,102.3968,532529101,532529,53,0,3.84,own village: representative products,5.9825,own village: representative products,15.8,own village: representative products,7.13,own village: representative products,2,same-town representative median,3.185,own village: representative products
2024,532529101203,23.2,102.28,532529101,532529,53,0,3.84,same-town representative median,5.9825,same-town representative median,17.9,same-town representative median,7.13,same-town representative median,2,same-town representative median,3.185,same-town representative median
2024,532529101204,23.3428,102.5042,532529101,532529,53,0,3.84,same-town representative median,5.9825,same-town representative median,20,own village: representative products,7.13,same-town representative median,2,own village: representative products,3.185,same-town representative median
2024,532529102201,23.2472,102.4325,532529102,532529,53,0,2.3,own village: representative products,8,own village: representative products,15,own village: representative products,7.565,county direct median,2,county direct median,3,own village: representative products
2024,532529102204,23.1,102.25,532529102,532529,53,0,2.55,same-town representative median,8,same-town representative median,30,own village: representative products,7.565,county direct median,2,county direct median,3,same-town representative median
2024,532529102205,23.2389,102.3944,532529102,532529,53,0,2.8,own village: representative products,8,same-town representative median,22.5,same-town representative median,7.565,county direct median,2,county direct median,3,same-town representative median
2024,532529103201,23.2794,102.3442,532529103,532529,53,0,2.75,own village: representative products,6.99125,county direct median,17.9,county direct median,8,own village: representative products,2,county direct median,3.0925,county direct median
2024,532529103203,23.15,102.22,532529103,532529,53,0,2.175,same-town representative median,6.99125,county direct median,30,nearest direct village in county,8,same-town representative median,2,county direct median,3.0925,county direct median
2024,532529103204,23.2434,102.3564,532529103,532529,53,0,1.6,own village: representative products,6.99125,county direct median,17.9,county direct median,8,same-town representative median,2,county direct median,3.0925,county direct median
2024,533423101202,27.1561,99.3169,533423101,533423,53,0,2.5,nearest direct village in county,9.625,county direct median,18,county direct median,16,own village: representative products,2,province direct median,3.25,province direct median
2024,533423101203,27.195,99.3147,533423101,533423,53,0,3.15,county direct median,9.625,county direct median,18,county direct median,16,same-town representative median,2,province direct median,3.25,province direct median
2024,533423101204,,,533423101,533423,53,0,3.15,nearest direct village in county,9.625,nearest direct village in county,18,nearest direct village in county,16,same-town representative median,2,province direct median,3.25,province direct median
2024,533423201204,27.0669,99.3489,533423201,533423,53,0,2.5,same-town representative median,11.25,same-town representative median,18,county direct median,10.875,same-town representative median,2,province direct median,3.25,province direct median
2024,533423201205,,,533423201,533423,53,0,2.5,same-town representative median,11.25,own village: representative products,18,nearest direct village in county,8.25,own village: representative products,2,province direct median,3.25,province direct median
2024,533423201206,27.1375,99.3369,533423201,533423,53,0,2.5,own village: representative products,11.25,same-town representative median,18,county direct median,13.5,own village: representative products,2,province direct median,3.25,province direct median
2024,533423202201,27.3358,99.2206,533423202,533423,53,0,3.8,own village: representative products,8,own village: representative products,18,own village: representative products,12,own village: representative products,2,province direct median,3.25,province direct median
2024,533423202202,27.3222,99.2744,533423202,533423,53,0,3.8,same-town representative median,8,same-town representative median,18,same-town representative median,12,same-town representative median,2,province direct median,3.25,province direct median
2024,533423202205,27.3447,99.13420000000001,533423202,533423,53,0,3.8,same-town representative median,8,same-town representative median,18,same-town representative median,12,same-town representative median,2,province direct median,3.25,province direct median
2023,610482101211,35.2128,108.0214,610482101,610482,61,0,2.92,own village: representative products,3.93,own village: representative products,10.95,own village: representative products,8.9,own village: representative products,2.64,own village: representative products,3.98,own village: representative products
2023,610482101216,35.1816,108.0395,610482101,610482,61,0,2.645,own village: representative products,3.465,own village: representative products,10.95,own village: representative products,8.9,own village: representative products,2.64,own village: representative products,3.98,own village: representative products
2023,610482101225,35.216,108.048,610482101,610482,61,0,2.64,own village: representative products,3.6975,same-town representative median,10.95,same-town representative median,10.8,own village: representative products,2.63,own village: representative products,3.98,own village: representative products
2023,610482102200,35.1241,108.1504,610482102,610482,61,0,2.775,own village: representative products,3.87,own village: representative products,12.8,own village: representative products,8.68,own village: representative products,1.9675,own village: representative products,5.38,own village: representative products
2023,610482102215,35.1476,108.1489,610482102,610482,61,0,2.775,own village: representative products,3.74,own village: representative products,12.9,own village: representative products,8.68,own village: representative products,2.335,own village: representative products,5.38,same-town representative median
2023,610482102263,35.135,108.859,610482102,610482,61,0,2.775,same-town representative median,3.805,same-town representative median,12.85,same-town representative median,8.68,same-town representative median,2.15125,same-town representative median,5.38,same-town representative median
2023,610482105200,35.2442,108.1127,610482105,610482,61,0,1.985,own village: representative products,2.39,own village: representative products,12,own village: representative products,7.25,own village: representative products,1.28,own village: representative products,3.98,nearest direct village in county
2023,610482105205,108.539,35.1324,610482105,610482,61,0,1.985,same-town representative median,2.39,same-town representative median,12,same-town representative median,7.25,same-town representative median,1.28,own village: representative products,3.98,county direct median
2023,610482105206,35.125,108.632,610482105,610482,61,0,1.985,same-town representative median,2.39,same-town representative median,12,same-town representative median,7.25,same-town representative median,1.28,same-town representative median,3.98,county direct median
2023,610523103206,34.8826,110.0396,610523103,610523,61,0,3.825,own village: representative products,3.58,own village: representative products,12,own village: representative products,8,own village: representative products,2.73,own village: representative products,8.800000000000001,same-town representative median
2023,610523103207,34.8712,110.0197,610523103,610523,61,0,3.625,own village: representative products,3.415,own village: representative products,10.9,own village: representative products,8.5,own village: representative products,2.24,own village: representative products,8.800000000000001,own village: representative products
2023,610523103208,34.515,110.29,610523103,610523,61,0,2.85,own village: representative products,3.54,own village: representative products,10.9,own village: representative products,7.085,own village: representative products,2.0525,own village: representative products,8.800000000000001,own village: representative products
2023,610523107200,34.8537,109.8265,610523107,610523,61,0,3.925,own village: representative products,3.28,own village: representative products,10.8,own village: representative products,9.5,own village: representative products,1.69,own village: representative products,8.15,own village: representative products
2023,610523107208,34.841,109.811,610523107,610523,61,0,2.325,own village: representative products,3.28,own village: representative products,10.8,own village: representative products,6.43,own village: representative products,1.69,own village: representative products,8.15,own village: representative products
2023,610523107209,34.517,109.483,610523107,610523,61,0,2.75,own village: representative products,3.28,own village: representative products,10.8,own village: representative products,6.43,own village: representative products,1.69,own village: representative products,8.15,own village: representative products
2023,610523114204,,,610523114,610523,61,0,2.92,own village: representative products,3,own village: representative products,11.5,own village: representative products,7.65,own village: representative products,1.45,own village: representative products,5.5,own village: representative products
2023,610523114212,,,610523114,610523,61,0,2.8,own village: representative products,3.125,same-town representative median,12,own village: representative products,8,own village: representative products,1.75,own village: representative products,5.5,same-town representative median
2023,610523114216,34.7937,109.9539,610523114,610523,61,0,2.55,own village: representative products,3.25,own village: representative products,13,own village: representative products,9.5,own village: representative products,1.6,same-town representative median,5.5,same-town representative median
2023,610725102001,33.1516,106.7409,610725102,610725,61,0,2.555,own village: representative products,2.89,own village: representative products,13,own village: representative products,7.99,own village: representative products,1.89,own village: representative products,4.99,own village: representative products
2023,610725102002,33.1626,106.7148,610725102,610725,61,0,3.835,own village: representative products,4.49,own village: representative products,8.99,own village: representative products,6.5,own village: representative products,1.39,own village: representative products,4.99,own village: representative products
2023,610725102215,33.1619,106.7405,610725102,610725,61,0,3.835,own village: representative products,4.49,own village: representative products,9.9,own village: representative products,7.99,own village: representative products,1.39,own village: representative products,4.99,own village: representative products
2023,610725105200,33.1619,106.8267,610725105,610725,61,0,2.59375,own village: representative products,3.53,own village: representative products,9,own village: representative products,6.79,own village: representative products,1.62,own village: representative products,6.485,own village: representative products
2023,610725105212,33.1624,106.7997,610725105,610725,61,0,2.59375,own village: representative products,2.955,own village: representative products,9,own village: representative products,6.79,own village: representative products,1.7525,own village: representative products,5.98,own village: representative products
2023,610725105215,33.1967,106.8267,610725105,610725,61,0,2.59375,same-town representative median,3.2425,same-town representative median,9,own village: representative products,6.79,same-town representative median,1.68625,same-town representative median,6.2325,same-town representative median
2023,610725112204,33.0318,106.6458,610725112,610725,61,0,2.375,own village: representative products,2.28,own village: representative products,9,own village: representative products,6,own village: representative products,1.515,own village: representative products,5.34,own village: representative products
2023,610725112207,33.027,106.6252,610725112,610725,61,0,2.3,own village: representative products,2.28,own village: representative products,9,own village: representative products,6,own village: representative products,1.515,own village: representative products,5.17,own village: representative products
2023,610725112211,33.0161,106.5837,610725112,610725,61,0,2.3,own village: representative products,2.28,own village: representative products,9,own village: representative products,7,own village: representative products,1.515,own village: representative products,5.17,own village: representative products
2023,610831001200,37.6184,110.0366,610831001,610831,61,0,5,own village: representative products,4.52,own village: representative products,15,own village: representative products,7.45,own village: representative products,2.35,own village: representative products,8.25,own village: representative products
2023,610831001217,37.692,110.049,610831001,610831,61,0,5,own village: representative products,4.52,own village: representative products,19,own village: representative products,7.45,own village: representative products,2.35,own village: representative products,8.25,own village: representative products
2023,610831001222,37.674,110.085,610831001,610831,61,0,3.4,own village: representative products,3.79,own village: representative products,19,own village: representative products,8,own village: representative products,2.35,own village: representative products,8.25,own village: representative products
2023,610831106203,37.362,109.522,610831106,610831,61,0,2.2,same-town representative median,2.9,nearest direct village in county,12,own village: representative products,8,nearest direct village in county,1.75,nearest direct village in county,8.25,county direct median
2023,610831106226,37.626,109.978,610831106,610831,61,0,2.2,same-town representative median,4.52,nearest direct village in county,12,own village: representative products,7.45,nearest direct village in county,2.35,nearest direct village in county,8.25,nearest direct village in county
2023,610831106251,,,610831106,610831,61,0,2.2,own village: representative products,3.73,nearest direct village in county,11,own village: representative products,7.483333333333333,nearest direct village in county,2.11,nearest direct village in county,8.25,nearest direct village in county
2023,610831109209,,,610831109,610831,61,0,2.6,own village: representative products,4,own village: representative products,15,own village: representative products,7,own village: representative products,1.75,same-town representative median,8.25,nearest direct village in county
2023,610831109220,37.281,109.4815,610831109,610831,61,0,2.525,own village: representative products,2.9,own village: representative products,11,own village: representative products,8,own village: representative products,1.75,own village: representative products,8.25,county direct median
2023,610831109221,37.267,109.4818,610831109,610831,61,0,2.65,own village: representative products,2.65,own village: representative products,11,own village: representative products,7,own village: representative products,1.75,own village: representative products,8.25,county direct median
2023,611026101206,33.8173,109.0709,611026101,611026,61,0,3,own village: representative products,3.74,own village: representative products,12.525,county direct median,8,own village: representative products,2.93,own village: representative products,4.49,county direct median
2023,611026101214,109.0331,33.8338,611026101,611026,61,0,3,own village: representative products,3.74,own village: representative products,14,nearest direct village in county,8,own village: representative products,2.93,own village: representative products,4.5,nearest direct village in county
2023,611026101223,33.6766,108.9272,611026101,611026,61,0,2.95,own village: representative products,3.74,own village: representative products,12.525,county direct median,7.75,own village: representative products,2.93,own village: representative products,4.49,county direct median
2023,611026106001,33.7184,109.5316,611026106,611026,61,0,3.175,own village: representative products,3.75,own village: representative products,14,own village: representative products,7.25,own village: representative products,2.15,own village: representative products,4.5,own village: representative products
