policy,county_code,cat,year
名特优新,640521,中药材,2019
名特优新,640422,蔬菜食用菌,2019
名特优新,140428,蔬菜食用菌,2019
名特优新,141028,水果,2019
名特优新,140922,粮油,2019
名特优新,140702,粮油,2019
名特优新,140723,加工食品,2019
名特优新,140723,粮油,2019
名特优新,140723,茶,2019
名特优新,140728,畜禽,2019
名特优新,140729,水果,2019
名特优新,140729,粮油,2019
名特优新,140729,蔬菜食用菌,2019
名特优新,120114,蔬菜食用菌,2019
名特优新,140924,中药材,2019
名特优新,140721,粮油,2019
名特优新,330327,畜禽,2019
名特优新,330825,畜禽,2019
名特优新,331002,水产,2019
名特优新,331022,水产,2019
名特优新,331081,畜禽,2019
名特优新,331081,水果,2019
名特优新,440823,水果,2019
名特优新,440825,水果,2019
名特优新,440883,水果,2019
名特优新,441223,蔬菜食用菌,2019
名特优新,441226,水果,2019
名特优新,441226,水果,2019
名特优新,441204,加工食品,2019
名特优新,441322,水果,2019
名特优新,441322,茶,2019
名特优新,441823,蔬菜食用菌,2019
名特优新,500114,粮油,2019
名特优新,510121,畜禽,2019
名特优新,610326,水果,2019
名特优新,610921,蔬菜食用菌,2019
名特优新,610926,茶,2019
名特优新,611025,茶,2019
名特优新,652929,粮油,2019
名特优新,653224,水果,2019
名特优新,653225,水果,2019
名特优新,654021,水果,2019
名特优新,140428,粮油,2019
名特优新,141022,粮油,2019
名特优新,141024,粮油,2019
名特优新,140729,畜禽,2019
名特优新,150122,水产,2019
名特优新,150122,水产,2019
名特优新,150122,粮油,2019
名特优新,150125,蔬菜食用菌,2019
名特优新,150521,粮油,2019
名特优新,150524,粮油,2019
名特优新,150526,畜禽,2019
名特优新,150621,畜禽,2019
名特优新,330702,粮油,2019
名特优新,330781,粮油,2019
名特优新,330825,畜禽,2019
名特优新,331083,水产,2019
名特优新,410122,水果,2019
名特优新,410221,蔬菜食用菌,2019
名特优新,410221,蔬菜食用菌,2019
名特优新,410222,水果,2019
名特优新,410222,蔬菜食用菌,2019
名特优新,410222,蔬菜食用菌,2019
名特优新,410222,蔬菜食用菌,2019
名特优新,410222,蔬菜食用菌,2019
名特优新,410223,水果,2019
名特优新,410223,水果,2019
名特优新,410212,粮油,2019
名特优新,410323,水果,2019
名特优新,410324,水果,2019
名特优新,410324,水果,2019
名特优新,410423,蔬菜食用菌,2019
名特优新,410423,水果,2019
名特优新,410505,粮油,2019
名特优新,410505,水产,2019
名特优新,410527,水果,2019
名特优新,410922,水产,2019
名特优新,410928,蔬菜食用菌,2019
名特优新,410928,粮油,2019
名特优新,411024,水果,2019
名特优新,411025,水果,2019
名特优新,411081,粮油,2019
名特优新,411081,畜禽,2019
名特优新,411082,水果,2019
名特优新,411082,水果,2019
名特优新,411403,蔬菜食用菌,2019
名特优新,411403,蔬菜食用菌,2019
名特优新,411403,蔬菜食用菌,2019
名特优新,411426,水果,2019
名特优新,411624,蔬菜食用菌,2019
名特优新,411721,水果,2019
名特优新,411721,粮油,2019
名特优新,411722,粮油,2019
名特优新,411727,水产,2019
名特优新,411723,粮油,2019
名特优新,440118,粮油,2019
名特优新,440118,水果,2019
名特优新,440117,水果,2019
名特优新,440203,水果,2019
名特优新,440785,粮油,2019
名特优新,440785,蔬菜食用菌,2019
名特优新,440804,蔬菜食用菌,2019
名特优新,440825,水果,2019
名特优新,440981,水果,2019
名特优新,441403,茶,2019
名特优新,441422,茶,2019
名特优新,441426,粮油,2019
名特优新,441521,粮油,2019
名特优新,441625,水果,2019
名特优新,441721,水果,2019
名特优新,441704,蔬菜食用菌,2019
名特优新,441882,水果,2019
名特优新,441882,茶,2019
名特优新,441882,水果,2019
名特优新,500102,蔬菜食用菌,2019
名特优新,500111,蔬菜食用菌,2019
名特优新,500113,水果,2019
名特优新,500113,水果,2019
名特优新,500114,畜禽,2019
名特优新,500151,水果,2019
名特优新,500233,水果,2019
名特优新,500118,水果,2019
名特优新,610327,蔬菜食用菌,2019
名特优新,610523,蔬菜食用菌,2019
名特优新,610902,茶,2019
名特优新,610902,茶,2019
名特优新,640122,蔬菜食用菌,2019
名特优新,640302,水果,2019
名特优新,640425,蔬菜食用菌,2019
名特优新,640424,畜禽,2019
名特优新,653222,水果,2019
名特优新,653222,水果,2019
名特优新,110102,畜禽,2019
名特优新,141182,粮油,2019
名特优新,150104,蔬菜食用菌,2019
名特优新,150122,蔬菜食用菌,2019
名特优新,150122,粮油,2019
名特优新,150125,畜禽,2019
名特优新,150404,水果,2019
名特优新,150421,粮油,2019
名特优新,150423,畜禽,2019
名特优新,150425,蔬菜食用菌,2019
名特优新,150425,加工食品,2019
名特优新,150426,畜禽,2019
名特优新,150429,畜禽,2019
名特优新,150502,水果,2019
名特优新,150502,中药材,2019
名特优新,150502,水果,2019
名特优新,150502,蔬菜食用菌,2019
名特优新,150521,粮油,2019
名特优新,150523,蔬菜食用菌,2019
名特优新,150526,粮油,2019
名特优新,150526,粮油,2019
名特优新,150602,畜禽,2019
名特优新,150621,粮油,2019
名特优新,150621,畜禽,2019
名特优新,150622,粮油,2019
名特优新,150622,粮油,2019
名特优新,150622,畜禽,2019
名特优新,150622,粮油,2019
名特优新,150623,蔬菜食用菌,2019
名特优新,150624,水产,2019
名特优新,150626,畜禽,2019
名特优新,150626,畜禽,2019
名特优新,150626,粮油,2019
名特优新,150626,水产,2019
名特优新,150627,畜禽,2019
名特优新,150783,畜禽,2019
名特优新,150783,粮油,2019
名特优新,150783,水果,2019
名特优新,150783,蔬菜食用菌,2019
名特优新,150723,粮油,2019
名特优新,150723,蔬菜食用菌,2019
名特优新,152223,粮油,2019
名特优新,152523,畜禽,2019
名特优新,150981,粮油,2019
名特优新,150921,粮油,2019
名特优新,150921,畜禽,2019
名特优新,150921,畜禽,2019
名特优新,150921,粮油,2019
名特优新,150921,粮油,2019
名特优新,150922,蔬菜食用菌,2019
名特优新,150922,畜禽,2019
名特优新,150922,中药材,2019
名特优新,150925,粮油,2019
名特优新,150925,粮油,2019
名特优新,150925,粮油,2019
名特优新,150925,畜禽,2019
名特优新,150926,水果,2019
名特优新,150926,畜禽,2019
名特优新,150926,水果,2019
名特优新,150926,粮油,2019
名特优新,150928,蔬菜食用菌,2019
名特优新,150802,蔬菜食用菌,2019
名特优新,150802,粮油,2019
名特优新,150821,水果,2019
名特优新,150823,畜禽,2019
名特优新,150823,中药材,2019
名特优新,150824,畜禽,2019
名特优新,150824,粮油,2019
名特优新,150824,粮油,2019
名特优新,330328,水果,2019
名特优新,330726,水果,2019
名特优新,341282,畜禽,2019
名特优新,410223,水果,2019
名特优新,410323,畜禽,2019
名特优新,410323,畜禽,2019
名特优新,410922,粮油,2019
名特优新,410922,蔬菜食用菌,2019
名特优新,411003,畜禽,2019
名特优新,411003,水果,2019
名特优新,411024,水果,2019
名特优新,411081,水果,2019
名特优新,411081,加工食品,2019
名特优新,411082,水果,2019
名特优新,410526,畜禽,2019
名特优新,440205,茶,2019
名特优新,440222,加工食品,2019
名特优新,440282,畜禽,2019
名特优新,440781,粮油,2019
名特优新,440783,畜禽,2019
名特优新,440785,畜禽,2019
名特优新,440825,水产,2019
名特优新,440825,蔬菜食用菌,2019
名特优新,440881,茶,2019
名特优新,440882,水果,2019
名特优新,440882,水产,2019
名特优新,441225,粮油,2019
名特优新,441204,粮油,2019
名特优新,441324,水果,2019
名特优新,441403,水果,2019
名特优新,441422,水果,2019
名特优新,441424,粮油,2019
名特优新,441521,茶,2019
名特优新,441622,茶,2019
名特优新,441623,粮油,2019
名特优新,441625,茶,2019
名特优新,441721,畜禽,2019
名特优新,441721,水产,2019
名特优新,441704,畜禽,2019
名特优新,441781,加工食品,2019
名特优新,441823,畜禽,2019
名特优新,441882,水果,2019
名特优新,500115,水果,2019
名特优新,500115,水果,2019
名特优新,500154,水果,2019
名特优新,500117,水果,2019
名特优新,500117,水果,2019
名特优新,510181,茶,2019
名特优新,510181,茶,2019
名特优新,510181,茶,2019
名特优新,513221,水果,2019
名特优新,610204,畜禽,2019
名特优新,610324,水果,2019
名特优新,610328,水果,2019
名特优新,610523,水果,2019
名特优新,610723,粮油,2019
名特优新,610827,粮油,2019
名特优新,610902,蔬菜食用菌,2019
名特优新,610902,粮油,2019
名特优新,652325,粮油,2019
名特优新,652325,粮油,2019
名特优新,652325,粮油,2019
名特优新,652325,粮油,2019
名特优新,652325,粮油,2019
名特优新,652325,粮油,2019
名特优新,653101,畜禽,2019
名特优新,653101,畜禽,2019
名特优新,653226,水果,2019
名特优新,653227,畜禽,2019
名特优新,654028,水产,2019
名特优新,140824,水果,2020
名特优新,220322,水果,2020
名特优新,231083,蔬菜食用菌,2020
名特优新,310117,水果,2020
名特优新,340181,蔬菜食用菌,2020
名特优新,340322,蔬菜食用菌,2020
名特优新,340403,水果,2020
名特优新,341522,水产,2020
名特优新,341823,茶,2020
名特优新,341825,中药材,2020
名特优新,341825,粮油,2020
名特优新,350421,水果,2020
名特优新,350481,蔬菜食用菌,2020
名特优新,350702,蔬菜食用菌,2020
名特优新,350702,水果,2020
名特优新,350783,粮油,2020
名特优新,350981,水果,2020
名特优新,350981,水果,2020
名特优新,350981,水果,2020
名特优新,360112,畜禽,2020
名特优新,360112,畜禽,2020
名特优新,360302,畜禽,2020
名特优新,410182,水果,2020
名特优新,410185,蔬菜食用菌,2020
名特优新,410221,水果,2020
名特优新,410221,水果,2020
名特优新,410322,水果,2020
名特优新,410329,粮油,2020
名特优新,410421,水果,2020
名特优新,410621,蔬菜食用菌,2020
名特优新,410928,粮油,2020
名特优新,410928,粮油,2020
名特优新,411403,粮油,2020
名特优新,411424,畜禽,2020
名特优新,411721,粮油,2020
名特优新,411724,粮油,2020
名特优新,431226,水果,2020
名特优新,431227,畜禽,2020
名特优新,440118,蔬菜食用菌,2020
名特优新,440118,水果,2020
名特优新,440203,蔬菜食用菌,2020
名特优新,440203,粮油,2020
名特优新,440205,蔬菜食用菌,2020
名特优新,440224,水果,2020
名特优新,440233,茶,2020
名特优新,440606,水产,2020
名特优新,440785,蔬菜食用菌,2020
名特优新,440825,粮油,2020
名特优新,440825,水果,2020
名特优新,440825,畜禽,2020
名特优新,440881,蔬菜食用菌,2020
名特优新,440881,水果,2020
名特优新,440881,水产,2020
名特优新,440881,水果,2020
名特优新,440882,水果,2020
名特优新,440981,畜禽,2020
名特优新,440981,水果,2020
名特优新,440981,水果,2020
名特优新,440983,水果,2020
名特优新,441223,粮油,2020
名特优新,441223,粮油,2020
名特优新,441226,蔬菜食用菌,2020
名特优新,441226,水果,2020
名特优新,441226,蔬菜食用菌,2020
名特优新,441226,水果,2020
名特优新,441226,水果,2020
名特优新,441284,加工食品,2020
名特优新,441302,粮油,2020
名特优新,441322,蔬菜食用菌,2020
名特优新,441323,蔬菜食用菌,2020
名特优新,441324,粮油,2020
名特优新,441324,水果,2020
名特优新,441324,畜禽,2020
名特优新,441402,水果,2020
名特优新,441402,茶,2020
名特优新,441426,水果,2020
名特优新,441481,畜禽,2020
名特优新,441521,蔬菜食用菌,2020
名特优新,441721,畜禽,2020
名特优新,441704,水果,2020
名特优新,441704,粮油,2020
名特优新,441704,水产,2020
名特优新,441781,蔬菜食用菌,2020
名特优新,441881,蔬菜食用菌,2020
名特优新,441881,茶,2020
名特优新,441882,加工食品,2020
名特优新,441882,水产,2020
名特优新,441882,蔬菜食用菌,2020
名特优新,441882,粮油,2020
名特优新,445122,水果,2020
名特优新,500101,加工食品,2020
名特优新,500102,水果,2020
名特优新,500113,水果,2020
名特优新,500113,茶,2020
名特优新,500114,茶,2020
名特优新,500155,畜禽,2020
名特优新,500155,蔬菜食用菌,2020
名特优新,500156,畜禽,2020
名特优新,500156,水果,2020
名特优新,500235,蔬菜食用菌,2020
名特优新,500117,蔬菜食用菌,2020
名特优新,500118,水果,2020
名特优新,510114,水果,2020
名特优新,510181,水果,2020
名特优新,510181,水果,2020
名特优新,510705,蔬菜食用菌,2020
名特优新,610324,水果,2020
名特优新,610528,蔬菜食用菌,2020
名特优新,610528,水果,2020
名特优新,610722,粮油,2020
名特优新,610723,水果,2020
名特优新,610723,水果,2020
名特优新,610881,水果,2020
名特优新,610881,粮油,2020
名特优新,610827,水果,2020
名特优新,610902,水果,2020
名特优新,610902,蔬菜食用菌,2020
名特优新,650107,畜禽,2020
名特优新,650109,畜禽,2020
名特优新,650109,畜禽,2020
名特优新,650121,畜禽,2020
名特优新,654004,水果,2020
名特优新,140321,粮油,2020
名特优新,140924,粮油,2020
名特优新,140924,粮油,2020
名特优新,140928,粮油,2020
名特优新,140828,水果,2020
名特优新,140827,水果,2020
名特优新,140827,蔬菜食用菌,2020
名特优新,140827,蔬菜食用菌,2020
名特优新,150121,水果,2020
名特优新,150121,粮油,2020
名特优新,150121,蔬菜食用菌,2020
名特优新,150121,水产,2020
名特优新,150122,蔬菜食用菌,2020
名特优新,150122,畜禽,2020
名特优新,150122,畜禽,2020
名特优新,150123,粮油,2020
名特优新,150123,粮油,2020
名特优新,150124,粮油,2020
名特优新,150124,粮油,2020
名特优新,150124,蔬菜食用菌,2020
名特优新,150125,粮油,2020
名特优新,150125,加工食品,2020
名特优新,150125,蔬菜食用菌,2020
名特优新,150125,蔬菜食用菌,2020
名特优新,150207,水果,2020
名特优新,150207,水产,2020
名特优新,150221,粮油,2020
名特优新,150221,水果,2020
名特优新,150221,畜禽,2020
名特优新,150222,中药材,2020
名特优新,150222,粮油,2020
名特优新,150223,畜禽,2020
名特优新,150223,畜禽,2020
名特优新,150502,粮油,2020
名特优新,150502,蔬菜食用菌,2020
名特优新,150521,粮油,2020
名特优新,150521,粮油,2020
名特优新,150521,粮油,2020
名特优新,150521,粮油,2020
名特优新,150522,粮油,2020
名特优新,150525,粮油,2020
名特优新,150525,粮油,2020
名特优新,150783,粮油,2020
名特优新,150783,粮油,2020
名特优新,150784,畜禽,2020
名特优新,150725,畜禽,2020
名特优新,152221,粮油,2020
名特优新,152221,粮油,2020
名特优新,152221,水果,2020
名特优新,152221,畜禽,2020
名特优新,152221,粮油,2020
名特优新,152221,畜禽,2020
名特优新,152223,粮油,2020
名特优新,150926,畜禽,2020
名特优新,150802,畜禽,2020
名特优新,150802,水产,2020
名特优新,150821,畜禽,2020
名特优新,150822,畜禽,2020
名特优新,150823,粮油,2020
名特优新,150823,水果,2020
名特优新,150823,水果,2020
名特优新,150823,粮油,2020
名特优新,150823,水产,2020
名特优新,150824,水果,2020
名特优新,150824,粮油,2020
名特优新,150824,畜禽,2020
名特优新,150825,蔬菜食用菌,2020
名特优新,150825,畜禽,2020
名特优新,150826,水果,2020
名特优新,150826,水果,2020
名特优新,150826,水果,2020
名特优新,150826,粮油,2020
名特优新,150826,畜禽,2020
名特优新,152921,水果,2020
名特优新,152921,粮油,2020
名特优新,152921,蔬菜食用菌,2020
名特优新,210681,水果,2020
名特优新,220523,粮油,2020
名特优新,220721,粮油,2020
名特优新,310120,畜禽,2020
名特优新,330381,畜禽,2020
名特优新,330383,加工食品,2020
名特优新,330483,水产,2020
名特优新,331004,水果,2020
名特优新,331022,水果,2020
名特优新,331121,水果,2020
名特优新,340111,水果,2020
名特优新,340121,水果,2020
名特优新,340122,蔬菜食用菌,2020
名特优新,340123,加工食品,2020
名特优新,340123,畜禽,2020
名特优新,340202,粮油,2020
名特优新,340223,水果,2020
名特优新,340322,粮油,2020
名特优新,340881,粮油,2020
名特优新,340881,粮油,2020
名特优新,340881,茶,2020
名特优新,340881,畜禽,2020
名特优新,341023,茶,2020
名特优新,341023,茶,2020
名特优新,341222,畜禽,2020
名特优新,341282,蔬菜食用菌,2020
名特优新,341502,水果,2020
名特优新,341823,茶,2020
名特优新,341823,茶,2020
名特优新,350702,蔬菜食用菌,2020
名特优新,350702,蔬菜食用菌,2020
名特优新,350702,蔬菜食用菌,2020
名特优新,350823,茶,2020
名特优新,350923,蔬菜食用菌,2020
名特优新,370725,水果,2020
名特优新,410122,蔬菜食用菌,2020
名特优新,410184,水果,2020
名特优新,410184,水果,2020
名特优新,410322,水果,2020
名特优新,410421,粮油,2020
名特优新,410422,加工食品,2020
名特优新,410422,水果,2020
名特优新,410422,水果,2020
名特优新,410422,加工食品,2020
名特优新,410422,蔬菜食用菌,2020
名特优新,410422,蔬菜食用菌,2020
名特优新,410422,畜禽,2020
名特优新,410423,水果,2020
名特优新,410425,畜禽,2020
名特优新,410425,畜禽,2020
名特优新,410425,畜禽,2020
名特优新,410481,水果,2020
名特优新,410481,茶,2020
名特优新,410481,畜禽,2020
名特优新,410481,畜禽,2020
名特优新,410522,水果,2020
名特优新,410882,蔬菜食用菌,2020
名特优新,410882,蔬菜食用菌,2020
名特优新,410923,粮油,2020
名特优新,411003,蔬菜食用菌,2020
名特优新,411025,蔬菜食用菌,2020
名特优新,411402,水果,2020
名特优新,411403,粮油,2020
名特优新,411425,水果,2020
名特优新,411426,水果,2020
名特优新,411426,蔬菜食用菌,2020
名特优新,411522,茶,2020
名特优新,411522,畜禽,2020
名特优新,411725,粮油,2020
名特优新,411726,蔬菜食用菌,2020
名特优新,411726,水产,2020
名特优新,411724,粮油,2020
名特优新,440117,水果,2020
名特优新,440117,水果,2020
名特优新,440204,茶,2020
名特优新,440205,加工食品,2020
名特优新,440222,水果,2020
名特优新,440232,茶,2020
名特优新,440281,茶,2020
名特优新,440281,畜禽,2020
名特优新,440513,粮油,2020
名特优新,440705,水产,2020
名特优新,440781,水产,2020
名特优新,440823,水果,2020
名特优新,440823,粮油,2020
名特优新,440825,水果,2020
名特优新,440882,畜禽,2020
名特优新,440882,水果,2020
名特优新,440882,水果,2020
名特优新,440981,水果,2020
名特优新,440981,畜禽,2020
名特优新,440981,畜禽,2020
名特优新,440981,水产,2020
名特优新,440983,畜禽,2020
名特优新,441225,茶,2020
名特优新,441204,粮油,2020
名特优新,441302,粮油,2020
名特优新,441303,水果,2020
名特优新,441322,畜禽,2020
名特优新,441402,粮油,2020
名特优新,441521,水果,2020
名特优新,441521,水果,2020
名特优新,441521,水果,2020
名特优新,441521,粮油,2020
名特优新,441521,粮油,2020
名特优新,441521,粮油,2020
名特优新,441721,水果,2020
名特优新,441721,水果,2020
名特优新,441704,水果,2020
名特优新,441826,粮油,2020
名特优新,441826,茶,2020
名特优新,445224,水果,2020
名特优新,445224,水果,2020
名特优新,500112,水果,2020
名特优新,500235,中药材,2020
名特优新,500240,蔬菜食用菌,2020
名特优新,500240,畜禽,2020
名特优新,540627,畜禽,2020
名特优新,610111,水果,2020
名特优新,610118,水果,2020
名特优新,610425,水果,2020
名特优新,610426,蔬菜食用菌,2020
名特优新,610523,水果,2020
名特优新,610627,水果,2020
名特优新,610627,蔬菜食用菌,2020
名特优新,611023,茶,2020
名特优新,611023,茶,2020
名特优新,611025,蔬菜食用菌,2020
名特优新,611025,蔬菜食用菌,2020
名特优新,611026,粮油,2020
名特优新,611026,蔬菜食用菌,2020
名特优新,640324,水果,2020
名特优新,640324,蔬菜食用菌,2020
名特优新,640324,蔬菜食用菌,2020
名特优新,640402,畜禽,2020
名特优新,640424,畜禽,2020
名特优新,640425,畜禽,2020
名特优新,652302,粮油,2020
名特优新,652325,畜禽,2020
名特优新,652325,畜禽,2020
名特优新,652328,畜禽,2020
名特优新,654025,畜禽,2020
名特优新,654025,畜禽,2020
名特优新,654025,畜禽,2020
名特优新,654025,畜禽,2020
名特优新,654025,畜禽,2020
名特优新,141025,水果,2020
名特优新,141023,水产,2020
名特优新,141002,水果,2020
名特优新,141027,中药材,2020
名特优新,141033,水果,2020
名特优新,140930,水果,2020
名特优新,141121,水果,2020
名特优新,140723,粮油,2020
名特优新,140723,蔬菜食用菌,2020
名特优新,140723,蔬菜食用菌,2020
名特优新,140826,水果,2020
名特优新,140821,水果,2020
名特优新,140828,水果,2020
名特优新,140827,蔬菜食用菌,2020
名特优新,120119,畜禽,2020
名特优新,120119,畜禽,2020
名特优新,150105,水果,2020
名特优新,150121,水果,2020
名特优新,150121,粮油,2020
名特优新,150121,水产,2020
名特优新,150202,蔬菜食用菌,2020
名特优新,150222,畜禽,2020
名特优新,150223,畜禽,2020
名特优新,150223,畜禽,2020
名特优新,150223,畜禽,2020
名特优新,150402,水果,2020
名特优新,150404,粮油,2020
名特优新,150404,蔬菜食用菌,2020
名特优新,150421,畜禽,2020
名特优新,150422,水果,2020
名特优新,150423,粮油,2020
名特优新,150423,畜禽,2020
名特优新,150424,粮油,2020
名特优新,150424,水果,2020
名特优新,150425,畜禽,2020
名特优新,150426,畜禽,2020
名特优新,150426,畜禽,2020
名特优新,150430,粮油,2020
名特优新,150502,畜禽,2020
名特优新,150524,粮油,2020
名特优新,150524,蔬菜食用菌,2020
名特优新,150526,粮油,2020
名特优新,150602,畜禽,2020
名特优新,150621,畜禽,2020
名特优新,150622,粮油,2020
名特优新,150622,水果,2020
名特优新,150622,水果,2020
名特优新,150623,粮油,2020
名特优新,150623,畜禽,2020
名特优新,150623,畜禽,2020
名特优新,150624,畜禽,2020
名特优新,150625,畜禽,2020
名特优新,150625,畜禽,2020
名特优新,150626,水果,2020
名特优新,150626,粮油,2020
名特优新,150626,畜禽,2020
名特优新,150626,畜禽,2020
名特优新,150626,畜禽,2020
名特优新,150627,畜禽,2020
名特优新,150783,粮油,2020
名特优新,150783,畜禽,2020
名特优新,150782,蔬菜食用菌,2020
名特优新,150722,粮油,2020
名特优新,150722,畜禽,2020
名特优新,150723,蔬菜食用菌,2020
名特优新,150727,畜禽,2020
名特优新,152202,蔬菜食用菌,2020
名特优新,152221,加工食品,2020
名特优新,152221,粮油,2020
名特优新,152221,粮油,2020
名特优新,152221,蔬菜食用菌,2020
名特优新,152221,粮油,2020
名特优新,152224,粮油,2020
名特优新,152525,畜禽,2020
名特优新,150981,粮油,2020
名特优新,150981,粮油,2020
名特优新,150981,粮油,2020
名特优新,150922,畜禽,2020
名特优新,150923,蔬菜食用菌,2020
名特优新,150923,水产,2020
名特优新,150923,畜禽,2020
名特优新,150924,粮油,2020
名特优新,150924,粮油,2020
名特优新,150924,粮油,2020
名特优新,150924,粮油,2020
名特优新,150927,粮油,2020
名特优新,150927,蔬菜食用菌,2020
名特优新,150927,粮油,2020
名特优新,150927,蔬菜食用菌,2020
名特优新,150928,蔬菜食用菌,2020
名特优新,150802,水果,2020
名特优新,150802,蔬菜食用菌,2020
名特优新,150821,粮油,2020
名特优新,150821,粮油,2020
名特优新,150822,中药材,2020
名特优新,150823,粮油,2020
名特优新,150823,蔬菜食用菌,2020
名特优新,150824,水果,2020
名特优新,150824,粮油,2020
名特优新,150825,畜禽,2020
名特优新,150826,蔬菜食用菌,2020
名特优新,150826,水产,2020
名特优新,152921,中药材,2020
名特优新,152921,畜禽,2020
名特优新,152921,畜禽,2020
名特优新,152921,畜禽,2020
名特优新,152922,畜禽,2020
名特优新,152922,畜禽,2020
名特优新,152922,畜禽,2020
名特优新,152923,中药材,2020
名特优新,152923,畜禽,2020
名特优新,152923,畜禽,2020
名特优新,230281,蔬菜食用菌,2020
名特优新,331082,茶,2020
名特优新,331123,水果,2020
名特优新,331125,水果,2020
名特优新,331122,水果,2020
名特优新,331121,水果,2020
名特优新,331124,水果,2020
名特优新,331127,水果,2020
名特优新,331126,水果,2020
名特优新,331181,水果,2020
名特优新,331102,水果,2020
名特优新,331181,粮油,2020
名特优新,331181,蔬菜食用菌,2020
名特优新,331121,水产,2020
名特优新,331121,茶,2020
名特优新,331121,水产,2020
名特优新,331122,茶,2020
名特优新,331122,蔬菜食用菌,2020
名特优新,331122,畜禽,2020
名特优新,331123,粮油,2020
名特优新,331123,茶,2020
名特优新,331123,畜禽,2020
名特优新,331124,茶,2020
名特优新,331124,畜禽,2020
名特优新,340103,水果,2020
名特优新,340181,水果,2020
名特优新,340210,水果,2020
名特优新,340402,蔬菜食用菌,2020
名特优新,341021,茶,2020
名特优新,341023,畜禽,2020
名特优新,341023,畜禽,2020
名特优新,341222,水果,2020
名特优新,341222,畜禽,2020
名特优新,341321,水果,2020
名特优新,341321,水果,2020
名特优新,341621,加工食品,2020
名特优新,341524,水果,2020
名特优新,341524,蔬菜食用菌,2020
名特优新,341525,茶,2020
名特优新,341502,水果,2020
名特优新,350424,粮油,2020
名特优新,350622,水果,2020
名特优新,350629,茶,2020
名特优新,350823,畜禽,2020
名特优新,350823,畜禽,2020
名特优新,350925,水果,2020
名特优新,350981,水果,2020
名特优新,360925,蔬菜食用菌,2020
名特优新,360925,蔬菜食用菌,2020
名特优新,370104,粮油,2020
名特优新,370114,蔬菜食用菌,2020
名特优新,370116,蔬菜食用菌,2020
名特优新,370783,蔬菜食用菌,2020
名特优新,370783,蔬菜食用菌,2020
名特优新,410122,水果,2020
名特优新,410322,水果,2020
名特优新,410322,水果,2020
名特优新,410322,粮油,2020
名特优新,410326,粮油,2020
名特优新,410326,中药材,2020
名特优新,410326,蔬菜食用菌,2020
名特优新,410327,蔬菜食用菌,2020
名特优新,410327,水果,2020
名特优新,410327,蔬菜食用菌,2020
名特优新,410328,水果,2020
名特优新,410328,水果,2020
名特优新,410381,水果,2020
名特优新,410381,粮油,2020
名特优新,410422,蔬菜食用菌,2020
名特优新,410422,蔬菜食用菌,2020
名特优新,411081,粮油,2020
名特优新,411082,粮油,2020
名特优新,411282,蔬菜食用菌,2020
名特优新,411425,粮油,2020
名特优新,411425,粮油,2020
名特优新,411521,茶,2020
名特优新,411522,畜禽,2020
名特优新,411528,粮油,2020
名特优新,411528,粮油,2020
名特优新,411725,粮油,2020
名特优新,411725,畜禽,2020
名特优新,411726,畜禽,2020
名特优新,431224,水果,2020
名特优新,431224,茶,2020
名特优新,431229,中药材,2020
名特优新,431229,水果,2020
名特优新,440224,粮油,2020
名特优新,440282,水果,2020
名特优新,440282,粮油,2020
名特优新,440823,粮油,2020
名特优新,440881,水果,2020
名特优新,441203,水产,2020
名特优新,441203,水产,2020
名特优新,441224,水果,2020
名特优新,441224,茶,2020
名特优新,441423,茶,2020
名特优新,441623,加工食品,2020
名特优新,441623,茶,2020
名特优新,441623,蔬菜食用菌,2020
名特优新,441624,水果,2020
名特优新,441624,水果,2020
名特优新,441702,水果,2020
名特优新,441781,水果,2020
名特优新,441803,畜禽,2020
名特优新,445203,茶,2020
名特优新,445302,畜禽,2020
名特优新,445381,粮油,2020
名特优新,445381,畜禽,2020
名特优新,500110,蔬菜食用菌,2020
名特优新,500151,蔬菜食用菌,2020
名特优新,500230,畜禽,2020
名特优新,500233,粮油,2020
名特优新,500241,茶,2020
名特优新,500116,蔬菜食用菌,2020
名特优新,510121,水果,2020
名特优新,510121,畜禽,2020
名特优新,510682,蔬菜食用菌,2020
名特优新,511802,茶,2020
名特优新,511802,蔬菜食用菌,2020
名特优新,511802,水产,2020
名特优新,511823,蔬菜食用菌,2020
名特优新,511824,水果,2020
名特优新,511826,茶,2020
名特优新,511826,茶,2020
名特优新,511826,畜禽,2020
名特优新,511827,畜禽,2020
名特优新,540426,蔬菜食用菌,2020
名特优新,610204,水果,2020
名特优新,610305,粮油,2020
名特优新,610423,水果,2020
名特优新,610423,畜禽,2020
名特优新,610425,水果,2020
名特优新,610524,粮油,2020
名特优新,610528,水果,2020
名特优新,610628,粮油,2020
名特优新,610628,畜禽,2020
名特优新,610629,水果,2020
名特优新,610727,畜禽,2020
名特优新,610824,粮油,2020
名特优新,610824,蔬菜食用菌,2020
名特优新,610824,蔬菜食用菌,2020
名特优新,610824,蔬菜食用菌,2020
名特优新,610824,畜禽,2020
名特优新,610827,水果,2020
名特优新,610828,畜禽,2020
名特优新,610829,加工食品,2020
名特优新,610829,水果,2020
名特优新,610831,中药材,2020
名特优新,610831,粮油,2020
名特优新,610831,水果,2020
名特优新,610831,粮油,2020
名特优新,610902,蔬菜食用菌,2020
名特优新,610902,畜禽,2020
名特优新,610902,畜禽,2020
