item_order,module,item_code,item_name,analytic_family,family_order,previous_six_group,community_categories,community_mapping_count,quantity_unit,price_unit,fixed_questionnaire_item,households,consumer_households,participation_total,quantity_household_mean_all,quantity_household_mean_winsor_p99,quantity_household_mean_excl_top1pct_consumers,quantity_consumer_mean,quantity_consumer_mean_excl_top1pct_consumers,quantity_consumer_p50,quantity_consumer_p90,quantity_consumer_p99,quantity_consumer_max,quantity_percap_mean_all,purchase_quantity_share,own_quantity_share,gift_quantity_share,top1pct_quantity_share,share_consumers_above_outer_fence,purchase_uv_n,purchase_uv_p01,purchase_uv_p10,purchase_uv_p50,purchase_uv_p90,purchase_uv_p99,purchase_uv_max,purchase_uv_share_lt_0_1,purchase_uv_share_lt_0_5,own_price_n,own_price_p50,village_years,outlet_village_pairs,community_low_n,community_low_p01,community_low_p10,community_low_p50,community_low_p90,community_high_p50,community_mid_p50,low_share_lt_0_1,low_share_lt_0_5,low_share_lt_1,low_modal_value_share_3dp,reversed_endpoint_pairs,low_participation_lt_5pct,quantity_top1_share_gt_25pct,household_uv_low_tail_flag,community_low_tail_flag,community_price_is_range_not_same_quality
40,油脂类,youzhi_4,色拉油/调和油,油脂,12,油脂,色拉油/调和油,1,斤/月,元/斤,1,3565,321,0.09004207573632539,0.865813222817539,0.6060122477290465,0.5493132993049835,9.615651524437778,6.170677157176802,2.34375,20.0,51.082251082251126,800.0,0.3416633257575927,0.9755296409149424,0.005686461242959187,0.018783897842098496,0.3662640572621054,0.06230529595015576,227,3.63,5.533333333333333,8.0,18.30000000000001,42.66000000000008,70.0,0.0,0.0,2,14.0,208,273,227,2.1722000000000006,5.0,6.58,12.0,9.15,7.9,0.0,0.0,0.0,0.07488986784140969,4,0,1,0,0,1
41,油脂类,youzhi_5,其他植物油,油脂,12,油脂,其他植物油,1,斤/月,元/斤,1,3565,454,0.1273492286115007,1.1123061295727035,1.0691484457418068,0.909213461616646,8.734298131997111,7.208908515267837,1.7573529411764706,20.57951482479781,114.94285714285638,192.85714285714286,0.4113325855025176,0.7561687780225265,0.23661127450190525,0.007219947475568214,0.18373346753953612,0.07709251101321586,242,0.9290838509316771,6.0,8.0,16.600000000000005,71.80000000000007,150.0,0.0,0.004132231404958678,93,12.0,116,134,94,4.4557,5.64,8.69,12.9,10.295,9.778749999999999,0.0,0.0,0.0,0.06382978723404255,6,0,0,0,0,1
42,油脂类,youzhi_6,动物油,油脂,12,油脂,动物油,1,斤/月,元/斤,1,3565,388,0.108835904628331,1.0793114174998977,0.39744405624964735,0.3403625154936397,9.916869080894683,3.1563305147730496,0.4829937845303867,8.700000000000005,51.21428571428542,2142.8571428571427,0.4954309955300072,0.13287988939670417,0.8641226874455954,0.0029974231577005886,0.6850022926138899,0.061855670103092786,94,0.8076428571428571,4.300000000000001,9.0,15.0,27.827999999999726,65.4,0.0,0.010638297872340425,152,10.0,4,4,3,14.9,14.9,14.9,18.82,17.35,14.9,0.0,0.0,0.0,0.6666666666666666,0,0,1,0,0,1
43,_蔬菜,shucai_1,鲜豆类（豌豆/荷兰豆/扁豆/豇豆等）,鲜菜,13,蔬菜,鲜豆类（豌豆/荷兰豆/扁豆/豇豆等）,1,斤/月,元/斤,1,3565,2526,0.7085553997194951,5.809240609454402,5.154873909615686,4.720456885095041,8.198710519677332,6.68227876654054,1.150577467857921,21.428571428571427,64.28571428571428,728.5714285714286,2.4135431594885826,0.17146855365910207,0.8094995211360779,0.019031925204819923,0.19334895804883934,0.05304829770387965,631,0.5499999999999999,1.75,3.0,7.0,11.828571428571454,30.0,0.001584786053882726,0.00792393026941363,1086,2.0,121,144,109,1.0,2.0,3.48,8.0,4.0,3.98,0.0,0.0,0.0,0.13761467889908258,0,0,0,0,0,1
44,_蔬菜,shucai_2,茄果类（西红柿/茄子/青椒等）,鲜菜,13,蔬菜,茄果类（西红柿/茄子/青椒等）,1,斤/月,元/斤,1,3565,3270,0.9172510518934082,9.474703532846625,8.788067588146165,8.149418648365456,10.329455074800677,8.892105859137102,1.610182340501935,30.0,77.14285714285714,728.5714285714286,3.848807561882919,0.2786355739987507,0.7050164233293851,0.01634800267186425,0.14783800817419002,0.037003058103975535,1455,0.5,1.5,2.6,5.0,10.0,40.0,0.0006872852233676976,0.008247422680412371,1224,2.5,150,193,174,0.5,1.0,2.0,3.710000000000005,3.5,2.75,0.0,0.0,0.09195402298850575,0.15517241379310345,0,0,0,0,0,1
45,_蔬菜,shucai_3,花菜类（西兰花/菜花/芥蓝等）,鲜菜,13,蔬菜,花菜类（西兰花/菜花/芥蓝等）,1,斤/月,元/斤,1,3565,1403,0.3935483870967742,1.2001018069464775,1.073534283912479,0.969418432798226,3.0494390176508857,2.479420343251947,0.8695652173913043,8.571428571428571,25.714285714285715,160.0,0.48608146185036133,0.8012422370639558,0.1742552690764253,0.024502493859618935,0.19561863187450418,0.05630791161796151,520,1.0,2.0,3.5009727626459144,6.666666666666667,13.404999999999973,20.0,0.0,0.0,61,3.0,125,143,87,0.886,1.5899999999999999,2.98,4.076000000000001,4.58,4.1850000000000005,0.0,0.0,0.034482758620689655,0.1724137931034483,2,0,0,0,0,1
46,_蔬菜,shucai_4,根茎类（萝卜/胡萝卜/藕/莴笋/竹笋/洋葱等）,鲜菜,13,蔬菜,根茎类（萝卜/胡萝卜/藕/莴笋/竹笋/洋葱等）,1,斤/月,元/斤,1,3565,2351,0.6594670406732118,3.955101504631885,3.1544979439142935,2.8414273541269544,5.997421039563024,4.323805011157519,1.0,12.857142857142858,49.34545454545455,1166.0,1.6558144326369897,0.658479076265178,0.30481415530853634,0.03670676842628564,0.2864156515024162,0.07316035729476818,1265,0.5,1.0,2.0,5.0,11.339999999999975,20.0,0.0015810276679841897,0.007905138339920948,330,2.0,146,184,163,0.7240000000000001,0.99,1.3,2.4,3.5,2.5,0.0,0.0,0.1411042944785276,0.1411042944785276,0,0,1,0,0,1
47,_蔬菜,shucai_5,瓜类（黄瓜/南瓜/西葫芦/角瓜/冬瓜/苦瓜等）,鲜菜,13,蔬菜,瓜类（黄瓜/南瓜/西葫芦/角瓜/冬瓜/苦瓜等）,1,斤/月,元/斤,1,3565,3200,0.8976157082748948,9.630205631697102,9.115786950798757,8.421999246176176,10.728650961562552,9.392336911849883,1.5297450424929178,30.0,85.71428571428571,432.85714285714283,3.9322652434287964,0.20360025932284292,0.7674139329937059,0.02898580768345122,0.13331008940036063,0.0434375,1092,0.5,1.0,2.0,4.0,8.029999999999973,20.0,0.0009157509157509158,0.007326007326007326,1333,2.0,150,194,171,0.39,0.763,1.29,2.5,3.0,2.3815,0.0,0.017543859649122806,0.22807017543859648,0.13450292397660818,2,0,0,0,0,1
48,_蔬菜,shucai_6,叶菜类（菠菜/油菜/小白菜/芹菜/韭菜/蒜苗/白菜/生菜/卷心菜等）,鲜菜,13,蔬菜,叶菜类（菠菜/油菜/小白菜/芹菜/韭菜/蒜苗/白菜/生菜/卷心菜等）,1,斤/月,元/斤,1,3565,3085,0.8653576437587658,9.152159480347006,8.253274687720277,7.46101017996845,10.576158362216232,8.633664039295512,1.7403314917127073,27.25714285714282,98.57142857142857,1380.0,3.7868345954342693,0.29567280047109923,0.6842166304365658,0.02011056909233487,0.19187030706145486,0.03500810372771475,1043,0.5,1.2885714285714287,2.5,4.733333333333339,9.053333333333285,20.0,0.0,0.006711409395973154,1218,2.0,186,240,227,0.7060000000000001,0.99,1.38,3.696000000000003,4.0,3.0,0.0,0.0,0.15859030837004406,0.13656387665198239,4,0,0,0,0,1
49,_蔬菜,shucai_7,菌藻类（各类菌菇/海藻/海带等）,鲜菜,13,蔬菜,菌藻类（各类菌菇/海藻/海带等）,1,斤/月,元/斤,1,3565,1573,0.441234221598878,0.8394705221282908,0.7906141458684138,0.7087008819444623,1.902550801899146,1.6154010468984565,0.5,4.285714285714286,18.959999999999905,66.42857142857143,0.3290021755892017,0.7726124512084108,0.07711377574312975,0.15027377304845935,0.15956527581782765,0.06611570247933884,638,1.574,3.0,7.0,25.0,92.59999999999991,250.0,0.0,0.0,30,3.3,114,132,93,1.4584,2.82,4.0,6.0,9.3,7.0,0.0,0.0,0.010752688172043012,0.16129032258064516,1,0,0,0,0,1
50,_蔬菜,shucai_8,辣椒和葱姜蒜类,鲜菜,13,蔬菜,辣椒和葱姜蒜类（辣椒/大蒜/大葱/姜等）,1,斤/月,元/斤,1,3565,3255,0.9130434782608695,4.889464114870688,3.5545518567740015,3.187341918208834,5.355127363905991,3.4940073417484796,0.6703910614525139,12.0,42.857142857142854,2151.4071962949765,1.9981488603645805,0.30188138143566384,0.6769491344012369,0.021169484163098995,0.35415462774004197,0.06605222734254992,1992,1.0,2.5,6.0,12.0,33.39333333333328,80.0,0.000502008032128514,0.0025100401606425703,1147,4.0,141,180,165,1.0,1.3,2.98,8.0,10.4,7.140000000000001,0.0,0.0,0.006060606060606061,0.11515151515151516,0,0,1,0,0,1
51,_蔬菜,shucai_9,其他新鲜或冷冻蔬菜,鲜菜,13,蔬菜,其他新鲜或冷冻蔬菜（罐装菜/干菜/发酵菜/腌制菜除外）,1,斤/月,元/斤,1,3565,186,0.05217391304347826,0.2033883903038147,0.1976660901635623,0.17667925424127728,3.8982774808231166,3.421240124248212,0.8427564765203943,12.857142857142858,37.58571428571433,51.42857142857143,0.07661460139818067,0.23565203689763686,0.6572178509427837,0.10713011215957949,0.1318081863900908,0.17204301075268819,51,1.125,2.0,6.0,23.0,32.5,35.0,0.0,0.0,46,4.0,26,26,19,0.744,1.4,4.5,18.0,9.8,7.65,0.0,0.0,0.05263157894736842,0.15789473684210525,0,0,0,0,0,1
52,蔬菜制品,xiancai_1,咸菜（泡菜/榨菜/酸豆角等）,蔬菜制品,14,蔬菜,咸菜（泡菜/榨菜/酸豆角等）,1,斤/月,元/斤,1,3565,1587,0.44516129032258067,1.8671417737554543,1.3530067306779126,1.163729137546486,4.194303984523121,2.628946345736779,0.41208791208791207,8.571428571428571,43.33714285714242,857.1428571428571,0.6942271175232796,0.1392122975463192,0.8320545075898611,0.028733194863819693,0.379529585776369,0.10964083175803403,415,1.0,2.0,6.0,19.200000000000045,40.0,100.0,0.0,0.0,535,4.0,226,297,216,1.0,3.6,7.5,15.0,11.32,11.285,0.0,0.004629629629629629,0.004629629629629629,0.041666666666666664,2,0,1,0,0,1
53,蔬菜制品,xiancai_2,干菜（脱水蔬菜/金针菜/粉条/粉皮等）,蔬菜制品,14,蔬菜,干菜（脱水蔬菜/金针菜/粉条/粉皮等）,1,斤/月,元/斤,1,3565,1863,0.5225806451612903,1.4466618349412426,1.1476596309741,0.9336655422995209,2.768303511307316,1.7954327619273867,0.4273504273504274,4.771034482758614,41.08571428571395,257.1428571428571,0.5831238787649525,0.6298867864520146,0.3429250881576081,0.027188125390377356,0.35804659922576354,0.09125067096081589,807,1.0085714285714287,2.5,5.0,11.099999999999994,40.0,130.0,0.0,0.0012391573729863693,154,10.0,177,222,154,2.265,3.98,6.0,10.0,8.0,8.4,0.0,0.0,0.0,0.13636363636363635,0,0,1,0,0,1
54,水果干果,shuiguo_1,瓜果类（西瓜/甜瓜/哈密瓜等）,鲜果,15,水果,瓜果类（西瓜/甜瓜/哈密瓜等）,1,斤/月,元/斤,1,3565,2930,0.8218793828892006,15.44741861554901,14.769273816980553,13.439774827348947,18.795238008338643,16.382622074027076,2.521028184043688,55.071428571428505,171.42857142857142,514.2857142857142,5.954197438640208,0.7689380745120492,0.18223011872630934,0.048831806761641415,0.13728775825670916,0.06723549488054607,2284,0.5,1.0,1.6666666666666667,3.3333333333333335,7.5,25.0,0.0008756567425569177,0.006567425569176883,149,1.5,160,191,164,0.65,0.8,1.5,3.210000000000005,3.99,2.89,0.0,0.0,0.22560975609756098,0.1524390243902439,2,0,0,0,0,1
55,水果干果,shuiguo_2,柑橘类（橘/柑/橙/柚等）,鲜果,15,水果,柑橘类（橘/柑/橙/柚等）,1,斤/月,元/斤,1,3565,2084,0.5845722300140253,3.1064531951459515,2.6999022344967827,2.419524397850178,5.314062207627312,4.156468475996622,2.0,10.767285714285718,50.017,507.0,1.218733193285523,0.960771080726706,0.024765968632577365,0.014462950640716624,0.2257176307291438,0.051343570057581576,263,1.155,2.4200000000000004,3.3333333333333335,6.666666666666667,17.93333333333332,21.030303030303035,0.0,0.0038022813688212928,20,3.0,106,113,82,1.8019,3.5,4.9,8.5,7.45,6.720000000000001,0.0,0.0,0.0,0.12195121951219512,0,0,0,0,0,1
56,水果干果,shuiguo_3,浆果类（葡萄/草莓等）,鲜果,15,水果,浆果类（葡萄/草莓等）,1,斤/月,元/斤,1,3565,1931,0.5416549789621319,4.734173779605374,2.190545248248933,1.9796516893029263,8.740201721539698,3.672352296482927,1.0,12.5,39.57142857142863,8571.42857142857,1.4977266721217188,0.39563570235903966,0.5719309233043288,0.032433374336631196,0.584183906080794,0.06317969963749352,896,1.4850000000000003,3.0,7.0,13.0,28.033333333333303,32.0,0.0,0.0011160714285714285,116,6.0,127,149,105,1.6,2.994,6.8,9.996,10.0,9.4,0.0,0.0,0.0,0.06666666666666667,2,0,1,0,0,1
57,水果干果,shuiguo_7,核果类（苹果/梨/桃/鲜枣等）,鲜果,15,水果,核果类（苹果/梨/桃/鲜枣/杏/杨梅/石榴/樱桃/枇杷/李子等）,1,斤/月,元/斤,1,3565,2796,0.7842917251051893,6.857725265776377,6.146022200258451,5.548365604727553,8.743844983008865,7.089800991301067,1.6700000000000002,21.428571428571427,81.64285714285792,1071.4285714285713,2.790420966213328,0.638675281673849,0.3032185625730005,0.0581061557531505,0.1972865979144239,0.060801144492131615,1556,0.9400000000000001,2.0,4.0,7.5,13.40500000000004,64.0,0.0,0.0012853470437017994,366,3.0,152,178,161,1.42836,1.98,3.0,5.0,8.0,5.8,0.0,0.0,0.0,0.09316770186335403,0,0,0,0,0,1
58,水果干果,shuiguo_6,干果（花生/瓜子/核桃等）,干果,16,水果,干果（花生/瓜子/南瓜子/西瓜子/核桃/杏仁/开心果等）,1,斤/月,元/斤,1,3565,2240,0.6283309957924264,2.2478518564796564,1.4403708204329562,1.1782141374487523,3.5774963697990954,1.8823791045753184,0.7,4.771777173913072,41.81250000000034,2000.0,0.962835578607817,0.8146128078304168,0.15267924961698667,0.03270794255259632,0.4792304695069572,0.07589285714285714,701,1.1764705882352942,4.0,8.0,15.0,30.0,141.5,0.0028530670470756064,0.0042796005706134095,87,6.0,134,164,150,2.745,5.0,8.9,13.9,17.45,13.39,0.0,0.0,0.0,0.12666666666666668,0,0,1,0,0,1
59,水果制品,shuiguo_4,罐头/果脯/糖渍水果,水果制品,17,水果,罐头/果脯/糖渍水果,1,斤/月,元/斤,1,3565,466,0.13071528751753156,0.5764845825091555,0.41202856167164786,0.322318328913161,4.4102307653329165,2.489052605056081,0.498,8.571428571428571,64.28571428571428,428.57142857142856,0.2526879917354824,0.5059708205439107,0.42583818856839184,0.06819099088769735,0.4416741066258962,0.12875536480686695,147,1.4866666666666666,3.8880952380952385,8.5,15.0,36.29999999999991,60.0,0.0,0.0,15,10.0,75,84,76,3.6475,5.0,7.847049999999999,10.625,12.0,9.875,0.0,0.0,0.0,0.07894736842105263,0,0,1,0,0,1
60,水果制品,shuiguo_5,其他水果干（不含果脯）,水果制品,17,水果,其他除果脯以外的水果干（苹果干/草莓干/香蕉干/干枣等）,1,斤/月,元/斤,1,3565,343,0.09621318373071529,0.27402762001835096,0.12704304778833653,0.08915470203225208,2.848129636633881,0.9365188611706481,0.2571428571428571,2.142857142857143,33.85714285714251,428.57142857142856,0.09783892306921863,0.9240511604556672,0.045488252222627756,0.030460587321705042,0.6750157203130659,0.09329446064139942,124,0.5241666666666667,5.0,10.0,30.0,57.69999999999996,75.0,0.016129032258064516,0.016129032258064516,2,52.5,35,36,29,7.21996,9.4,14.5,43.68,39.9,24.5,0.0,0.0,0.0,0.13793103448275862,0,0,1,0,0,1
61,调料,tiaoliao_1,盐,调料,18,未纳入原六类,盐,1,斤/月,元/斤,1,3565,3426,0.9610098176718093,5.502054995187934,4.043687708738993,2.8089933942364054,5.72528489721103,2.924136444014895,0.4650751766536922,5.0,128.57142857142856,2750.0,2.2892261077159577,0.9644376899170423,0.0004915504213585066,0.03507075966159918,0.4944769506284413,0.06859311150029189,2534,0.6,1.0,2.0,4.0,12.0,260.0,0.0003946329913180742,0.005130228887134964,1,1.0,319,473,304,0.5075000000000001,1.0,2.0,3.0,2.5,2.5,0.0,0.0,0.04276315789473684,0.20723684210526316,3,0,1,0,0,1
62,调料,tiaoliao_2,味精/鸡精,调料,18,未纳入原六类,味精/鸡精,1,斤/月,元/斤,1,3565,2814,0.7893408134642356,0.48769525783038176,0.375795286862231,0.32966917354746983,0.6178513127808496,0.41856739592957026,0.083,1.257441000000003,6.0,200.0,0.20487565908573555,0.9556929602973764,0.0003941737937743705,0.0439128659088492,0.3295250928223947,0.08031272210376687,2057,1.7413333333333332,5.0,12.5,30.0,80.0,500.0,0.0019445794846864365,0.003889158969372873,0,,307,442,395,1.97,6.0,11.0,18.768,20.0,16.815,0.0,0.0,0.0,0.15949367088607594,6,0,1,0,0,1
63,调料,tiaoliao_3,酱油类（生抽/老抽/味极鲜/蚝油等）,调料,18,未纳入原六类,酱油类,1,斤/月,元/斤,1,3565,3272,0.91781206171108,1.6233811046063353,1.350012855070715,1.1756548777823044,1.7687511118342254,1.2820046398045999,0.27236363636363636,4.285714285714286,20.011599999999998,500.0,0.6682180088927882,0.9642974238428679,0.0015594545598252723,0.03414312159730692,0.2825022820243008,0.06907090464547677,2422,1.25,3.3333333333333335,7.666666666666667,15.0,23.0,126.19617224880383,0.0008257638315441783,0.0016515276630883566,1,2.0,315,471,441,1.2776,3.0,5.0,8.0,9.61,7.5,0.0,0.0,0.0,0.14965986394557823,5,0,1,0,0,1
64,调料,tiaoliao_4,醋,调料,18,未纳入原六类,醋,1,斤/月,元/斤,1,3565,2956,0.829172510518934,1.36919428492555,1.0274645298174283,0.8543292520345088,1.6512779518807803,1.0321441920512606,0.22641831852358163,3.0,21.428571428571427,800.0,0.5880815260227982,0.9702002235613661,0.005139392208588835,0.024660384230044796,0.381285800786235,0.09573748308525033,2052,0.75,1.5,5.0,10.0,20.0,65.0,0.001949317738791423,0.003898635477582846,5,5.0,312,462,391,0.84616,1.4,3.75,6.0,6.705,5.664999999999999,0.0,0.0025575447570332483,0.01278772378516624,0.10741687979539642,5,0,1,0,0,1
65,烟酒糖茶,yanjiu_1,烟,烟草,19,未纳入原六类,烟,1,包/月,元/包,1,3565,1734,0.48639551192145863,5.970207472857397,5.54945010960354,5.1208879731425485,12.274388489467485,10.584958998098264,2.071823204419889,30.0,90.0,514.2857142857142,2.3055041375943586,0.9793456203776068,0.0018188217352556205,0.018835557887137592,0.1465904358511607,0.014994232987312572,1670,1.2591428571428573,6.5,12.0,33.333333333333336,375.0,1525.0,0.0005988023952095808,0.0017964071856287425,0,,205,260,256,5.0,6.0,8.0,34.5,100.0,53.0,0.0,0.0,0.0,0.23828125,2,0,0,0,0,1
66,烟酒糖茶,yanjiu_2,白酒,酒类,20,未纳入原六类,白酒,1,斤/月,元/斤,1,3565,1087,0.3049088359046283,2.616051371804889,1.9116032612058231,1.5006476398179511,8.579782097961756,4.956600104008363,0.8,12.857142857142858,134.68762857143292,1286.142857142857,1.0434534083547338,0.481139766790312,0.16128908355046873,0.35757114965921916,0.42813916935339663,0.08463661453541858,662,1.0,5.0,10.0,66.24999999999991,200.0,888.0,0.0,0.0030211480362537764,7,10.0,206,283,273,3.0,5.0,12.0,29.98,228.261,132.5,0.0,0.0,0.0,0.10989010989010989,1,0,1,0,0,1
67,烟酒糖茶,yanjiu_3,啤酒,酒类,20,未纳入原六类,啤酒,1,斤/月,元/斤,1,3565,991,0.2779803646563815,23.133926138315168,3.969550508335053,3.49772063881019,83.22143963985225,12.675226168165366,2.0168067226890756,44.08163265306122,171.705069124424,25714.285714285714,8.597130089829916,0.9934682163854173,0.0,0.006531783614582948,0.849229683717881,0.09687184661957618,687,0.2735555555555556,1.8333333333333333,3.2142857142857144,6.666666666666667,23.914141414141397,50.0,0.008733624454148471,0.013100436681222707,0,,200,271,239,1.1038000000000001,1.87,3.03,5.0,5.437,4.550000000000001,0.0,0.0041841004184100415,0.0041841004184100415,0.1087866108786611,3,0,1,0,0,1
68,烟酒糖茶,yanjiu_4,葡萄酒/果酒/米酒/黄酒,酒类,20,未纳入原六类,葡萄酒/果酒; 米酒/黄酒,2,斤/月,元/斤,1,3565,144,0.04039270687237027,0.12430558676736904,0.11502488149788394,0.0979129111815763,3.077426505733824,2.4567866376053265,0.775,8.571428571428571,30.59999999999994,60.0,0.04797103778462591,0.7165508022915196,0.0005575266500898716,0.2828916710583906,0.2127628079962138,0.09722222222222222,36,0.7383333333333333,3.0,20.0,87.33333333333334,731.6666666666656,1000.0,0.0,0.027777777777777776,2,15.0,105,170,147,2.138,5.0,16.6667,52.80000000000007,76.33500000000001,62.65,0.0,0.0,0.0,0.04081632653061224,2,1,0,0,0,1
69,烟酒糖茶,yanjiu_7,白糖,糖,21,未纳入原六类,白糖,1,斤/月,元/斤,1,3565,2533,0.7105189340813465,0.9963865132454216,0.829523302322904,0.7096740003014601,1.4023363283537025,1.0018094483713071,0.32,2.8571428571428568,17.142857142857142,334.0,0.4234185837552582,0.9680498955601798,0.00022082907029433063,0.03172927536952597,0.2929468154410559,0.08645874457165416,1345,1.0,3.0,4.5,6.0,12.0,30.0,0.0,0.0037174721189591076,0,,293,421,227,2.578,3.98,4.5,7.5,5.0,5.0,0.0,0.0,0.0,0.23348017621145375,2,0,1,0,0,1
70,烟酒糖茶,yanjiu_8,红糖,糖,21,未纳入原六类,红糖,1,斤/月,元/斤,1,3565,1202,0.33716690042075736,0.24719974517021243,0.2253448062802104,0.19324604410885818,0.7331672974474271,0.5773002091460593,0.19990000000000002,1.6600000000000001,8.995714285714289,24.0,0.09851467107147595,0.9389049647229607,0.0007848275034242179,0.06031020777361492,0.22111019999447007,0.09068219633943428,434,0.632,3.0,5.0,10.0,30.0,70.0,0.002304147465437788,0.0069124423963133645,0,,142,180,100,2.989,4.0,6.0,11.125,6.0,6.60625,0.0,0.0,0.0,0.16,0,0,0,0,0,1
71,烟酒糖茶,yanjiu_9,茶,茶,22,未纳入原六类,茶,1,斤/月,元/斤,1,3565,1798,0.5043478260869565,0.9369553856476951,0.4910005990431384,0.40649723908016916,1.857756368094568,0.8100256780996404,0.12457686980609418,2.142857142857143,17.142857142857142,1028.5714285714284,0.4149500710122334,0.3352327737945346,0.3743053802888233,0.2904618459166421,0.5683414548892721,0.07619577308120133,998,5.970000000000001,20.0,50.0,200.0,751.4999999999986,7500.0,0.002004008016032064,0.002004008016032064,15,60.0,115,132,119,6.18,14.500000000000002,35.0,69.0,150.0,85.5,0.0,0.0,0.0,0.08403361344537816,0,0,1,0,0,1
